GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:1990778~protein localization to cell periphery,3,0.83918667,"7132, 3958, 1000",181,0.917776124,"['TNFRSF1A', 'LGALS3', 'CDH2']"
GO:0010256~endomembrane system organization,6,0.87569294,"7132, 3958, 57048, 1000, 10972, 26092",181,0.793813798,"['TNFRSF1A', 'LGALS3', 'PLSCR3', 'CDH2', 'TMED10', 'TOR1AIP1']"
GO:1902580~single-organism cellular localization,8,0.894268639,"7132, 3958, 9551, 1001, 1000, 5468, 4710, 4869",181,0.774382272,"['TNFRSF1A', 'LGALS3', 'ATP5MF', 'CDH3', 'CDH2', 'PPARG', 'NDUFB4', 'NPM1']"
GO:0072657~protein localization to membrane,3,0.979053263,"7132, 3958, 1000",181,0.525088307,"['TNFRSF1A', 'LGALS3', 'CDH2']"
GO:0000041~transition metal ion transport,3,0.231963158,"7037, 567, 6948",181,3.26840681,"['TFRC', 'B2M', 'TCN2']"
GO:0006811~ion transport,13,0.910674494,"5360, 8542, 9551, 3780, 22925, 7037, 3958, 336, 567, 11254, 5468, 4710, 6948",181,0.780204286,"['PLTP', 'APOL1', 'ATP5MF', 'KCNN1', 'PLA2R1', 'TFRC', 'LGALS3', 'APOA2', 'B2M', 'SLC6A14', 'PPARG', 'NDUFB4', 'TCN2']"
GO:0030001~metal ion transport,6,0.938300069,"3958, 3780, 7037, 567, 11254, 6948",181,0.688085644,"['LGALS3', 'KCNN1', 'TFRC', 'B2M', 'SLC6A14', 'TCN2']"
GO:0006812~cation transport,8,0.955887994,"3958, 9551, 3780, 7037, 567, 11254, 4710, 6948",181,0.672024899,"['LGALS3', 'ATP5MF', 'KCNN1', 'TFRC', 'B2M', 'SLC6A14', 'NDUFB4', 'TCN2']"
GO:0032872~regulation of stress-activated MAPK cascade,3,0.629457061,"355, 3489, 6504",181,1.404841524,"['FAS', 'IGFBP6', 'SLAMF1']"
GO:0070302~regulation of stress-activated protein kinase signaling cascade,3,0.636553528,"355, 3489, 6504",181,1.386596829,"['FAS', 'IGFBP6', 'SLAMF1']"
GO:0031098~stress-activated protein kinase signaling cascade,3,0.737850238,"355, 3489, 6504",181,1.143942384,"['FAS', 'IGFBP6', 'SLAMF1']"
GO:0043583~ear development,3,0.643543765,"8575, 28514, 182",181,1.368819946,"['PRKRA', 'DLL1', 'JAG1']"
GO:0008380~RNA splicing,5,0.610145844,"3958, 22827, 28960, 9879, 3183",181,1.181061458,"['LGALS3', 'PUF60', 'DCPS', 'DDX46', 'HNRNPC']"
"GO:0000377~RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",4,0.612483363,"22827, 28960, 9879, 3183",181,1.263526104,"['PUF60', 'DCPS', 'DDX46', 'HNRNPC']"
"GO:0000398~mRNA splicing, via spliceosome",4,0.612483363,"22827, 28960, 9879, 3183",181,1.263526104,"['PUF60', 'DCPS', 'DDX46', 'HNRNPC']"
"GO:0000375~RNA splicing, via transesterification reactions",4,0.620442264,"22827, 28960, 9879, 3183",181,1.248748021,"['PUF60', 'DCPS', 'DDX46', 'HNRNPC']"
GO:0016071~mRNA metabolic process,7,0.738621062,"3958, 22827, 28960, 5468, 9879, 51605, 3183",181,0.958173962,"['LGALS3', 'PUF60', 'DCPS', 'PPARG', 'DDX46', 'TRMT6', 'HNRNPC']"
GO:0006397~mRNA processing,5,0.744420592,"3958, 22827, 28960, 9879, 3183",181,0.988592183,"['LGALS3', 'PUF60', 'DCPS', 'DDX46', 'HNRNPC']"
GO:0006396~RNA processing,8,0.985937691,"3958, 8575, 115939, 22827, 28960, 9879, 51605, 3183",181,0.581841721,"['LGALS3', 'PRKRA', 'TSR3', 'PUF60', 'DCPS', 'DDX46', 'TRMT6', 'HNRNPC']"
GO:1901215~negative regulation of neuron death,3,0.619829274,"332, 2026, 947",181,1.429927979,"['BIRC5', 'ENO2', 'CD34']"
GO:0070997~neuron death,4,0.665852505,"332, 355, 2026, 947",181,1.166862905,"['BIRC5', 'FAS', 'ENO2', 'CD34']"
GO:1901214~regulation of neuron death,3,0.819433581,"332, 2026, 947",181,0.961873476,"['BIRC5', 'ENO2', 'CD34']"
GO:0010628~positive regulation of gene expression,25,0.292450668,"22976, 6871, 28514, 3164, 10613, 1512, 3479, 10418, 50674, 718, 4869, 5617, 7132, 7037, 2660, 182, 26228, 1401, 3567, 1388, 1001, 5468, 8536, 947, 85363",181,1.17070127,"['PAXIP1', 'TADA2A', 'DLL1', 'NR4A1', 'ERLIN1', 'CTSH', 'IGF1', 'SPON1', 'NEUROG3', 'C3', 'NPM1', 'PRL', 'TNFRSF1A', 'TFRC', 'MSTN', 'JAG1', 'STAP1', 'CRP', 'IL5', 'ATF6B', 'CDH3', 'PPARG', 'CAMK1', 'CD34', 'TRIM5']"
GO:0031328~positive regulation of cellular biosynthetic process,21,0.562330917,"22976, 7132, 9212, 6871, 28514, 2660, 92370, 182, 3164, 10613, 5806, 3567, 3479, 1388, 1001, 50674, 5468, 8536, 85363, 4869, 5617",181,1.0294431,"['PAXIP1', 'TNFRSF1A', 'AURKB', 'TADA2A', 'DLL1', 'MSTN', 'PXYLP1', 'JAG1', 'NR4A1', 'ERLIN1', 'PTX3', 'IL5', 'IGF1', 'ATF6B', 'CDH3', 'NEUROG3', 'PPARG', 'CAMK1', 'TRIM5', 'NPM1', 'PRL']"
GO:0045944~positive regulation of transcription from RNA polymerase II promoter,13,0.564486047,"22976, 7132, 28514, 182, 3164, 10613, 3479, 1388, 50674, 5468, 8536, 4869, 5617",181,1.061149408,"['PAXIP1', 'TNFRSF1A', 'DLL1', 'JAG1', 'NR4A1', 'ERLIN1', 'IGF1', 'ATF6B', 'NEUROG3', 'PPARG', 'CAMK1', 'NPM1', 'PRL']"
GO:0051173~positive regulation of nitrogen compound metabolic process,22,0.569368316,"22976, 7132, 9212, 7037, 6871, 28514, 2660, 182, 3164, 10613, 5806, 3567, 3479, 1388, 2861, 84787, 50674, 5468, 8536, 85363, 4869, 5617",181,1.023483672,"['PAXIP1', 'TNFRSF1A', 'AURKB', 'TFRC', 'TADA2A', 'DLL1', 'MSTN', 'JAG1', 'NR4A1', 'ERLIN1', 'PTX3', 'IL5', 'IGF1', 'ATF6B', 'GPR37', 'KMT5C', 'NEUROG3', 'PPARG', 'CAMK1', 'TRIM5', 'NPM1', 'PRL']"
"GO:0045893~positive regulation of transcription, DNA-templated",17,0.575052437,"22976, 7132, 6871, 28514, 2660, 182, 3164, 10613, 3567, 3479, 1388, 50674, 5468, 8536, 85363, 4869, 5617",181,1.033630552,"['PAXIP1', 'TNFRSF1A', 'TADA2A', 'DLL1', 'MSTN', 'JAG1', 'NR4A1', 'ERLIN1', 'IL5', 'IGF1', 'ATF6B', 'NEUROG3', 'PPARG', 'CAMK1', 'TRIM5', 'NPM1', 'PRL']"
GO:1903508~positive regulation of nucleic acid-templated transcription,17,0.575052437,"22976, 7132, 6871, 28514, 2660, 182, 3164, 10613, 3567, 3479, 1388, 50674, 5468, 8536, 85363, 4869, 5617",181,1.033630552,"['PAXIP1', 'TNFRSF1A', 'TADA2A', 'DLL1', 'MSTN', 'JAG1', 'NR4A1', 'ERLIN1', 'IL5', 'IGF1', 'ATF6B', 'NEUROG3', 'PPARG', 'CAMK1', 'TRIM5', 'NPM1', 'PRL']"
GO:1902680~positive regulation of RNA biosynthetic process,17,0.583543569,"22976, 7132, 6871, 28514, 2660, 182, 3164, 10613, 3567, 3479, 1388, 50674, 5468, 8536, 85363, 4869, 5617",181,1.028359914,"['PAXIP1', 'TNFRSF1A', 'TADA2A', 'DLL1', 'MSTN', 'JAG1', 'NR4A1', 'ERLIN1', 'IL5', 'IGF1', 'ATF6B', 'NEUROG3', 'PPARG', 'CAMK1', 'TRIM5', 'NPM1', 'PRL']"
GO:0045935~positive regulation of nucleobase-containing compound metabolic process,20,0.597940321,"22976, 7132, 9212, 7037, 6871, 28514, 2660, 182, 3164, 10613, 3567, 3479, 1388, 84787, 50674, 5468, 8536, 85363, 4869, 5617",181,1.012018538,"['PAXIP1', 'TNFRSF1A', 'AURKB', 'TFRC', 'TADA2A', 'DLL1', 'MSTN', 'JAG1', 'NR4A1', 'ERLIN1', 'IL5', 'IGF1', 'ATF6B', 'KMT5C', 'NEUROG3', 'PPARG', 'CAMK1', 'TRIM5', 'NPM1', 'PRL']"
GO:0009891~positive regulation of biosynthetic process,21,0.598229007,"22976, 7132, 9212, 6871, 28514, 2660, 92370, 182, 3164, 10613, 5806, 3567, 3479, 1388, 1001, 50674, 5468, 8536, 85363, 4869, 5617",181,1.009967149,"['PAXIP1', 'TNFRSF1A', 'AURKB', 'TADA2A', 'DLL1', 'MSTN', 'PXYLP1', 'JAG1', 'NR4A1', 'ERLIN1', 'PTX3', 'IL5', 'IGF1', 'ATF6B', 'CDH3', 'NEUROG3', 'PPARG', 'CAMK1', 'TRIM5', 'NPM1', 'PRL']"
GO:0010557~positive regulation of macromolecule biosynthetic process,19,0.632315733,"22976, 7132, 9212, 6871, 28514, 2660, 92370, 182, 3164, 10613, 3567, 3479, 1388, 50674, 5468, 8536, 85363, 4869, 5617",181,0.994407431,"['PAXIP1', 'TNFRSF1A', 'AURKB', 'TADA2A', 'DLL1', 'MSTN', 'PXYLP1', 'JAG1', 'NR4A1', 'ERLIN1', 'IL5', 'IGF1', 'ATF6B', 'NEUROG3', 'PPARG', 'CAMK1', 'TRIM5', 'NPM1', 'PRL']"
GO:0051254~positive regulation of RNA metabolic process,17,0.654977801,"22976, 7132, 6871, 28514, 2660, 182, 3164, 10613, 3567, 3479, 1388, 50674, 5468, 8536, 85363, 4869, 5617",181,0.98430328,"['PAXIP1', 'TNFRSF1A', 'TADA2A', 'DLL1', 'MSTN', 'JAG1', 'NR4A1', 'ERLIN1', 'IL5', 'IGF1', 'ATF6B', 'NEUROG3', 'PPARG', 'CAMK1', 'TRIM5', 'NPM1', 'PRL']"
GO:0006366~transcription from RNA polymerase II promoter,16,0.924540736,"22976, 7132, 9212, 28514, 182, 3164, 8493, 10613, 3479, 1388, 50674, 5468, 8536, 902, 4869, 5617",181,0.778617727,"['PAXIP1', 'TNFRSF1A', 'AURKB', 'DLL1', 'JAG1', 'NR4A1', 'PPM1D', 'ERLIN1', 'IGF1', 'ATF6B', 'NEUROG3', 'PPARG', 'CAMK1', 'CCNH', 'NPM1', 'PRL']"
GO:0010468~regulation of gene expression,42,0.938471559,"22976, 8575, 6871, 28514, 3164, 8493, 3183, 10613, 332, 1512, 2886, 3479, 10418, 735, 50674, 718, 11326, 4869, 5617, 7132, 9212, 7037, 22827, 2660, 182, 26228, 57798, 23051, 1401, 3567, 1388, 3488, 28960, 1001, 966, 5468, 8536, 55713, 902, 947, 5648, 85363",181,0.842271627,"['PAXIP1', 'PRKRA', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'HNRNPC', 'ERLIN1', 'BIRC5', 'CTSH', 'GRB7', 'IGF1', 'SPON1', 'C9', 'NEUROG3', 'C3', 'VSIG4', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'TFRC', 'PUF60', 'MSTN', 'JAG1', 'STAP1', 'GATAD1', 'ZHX3', 'CRP', 'IL5', 'ATF6B', 'IGFBP5', 'DCPS', 'CDH3', 'CD59', 'PPARG', 'CAMK1', 'ZNF334', 'CCNH', 'CD34', 'MASP1', 'TRIM5']"
GO:0006357~regulation of transcription from RNA polymerase II promoter,19,0.976040453,"22976, 7132, 9212, 6871, 28514, 182, 3164, 8493, 10613, 23051, 3479, 1388, 50674, 5468, 55713, 8536, 902, 4869, 5617",181,0.713288031,"['PAXIP1', 'TNFRSF1A', 'AURKB', 'TADA2A', 'DLL1', 'JAG1', 'NR4A1', 'PPM1D', 'ERLIN1', 'ZHX3', 'IGF1', 'ATF6B', 'NEUROG3', 'PPARG', 'ZNF334', 'CAMK1', 'CCNH', 'NPM1', 'PRL']"
GO:0019438~aromatic compound biosynthetic process,31,0.984330045,"22976, 6871, 28514, 3164, 8493, 3183, 10613, 332, 3479, 2861, 50674, 4869, 5617, 7132, 9212, 9551, 7037, 2660, 182, 57798, 23051, 3567, 1388, 1001, 100134934, 5468, 8536, 55713, 4710, 902, 85363",181,0.747809903,"['PAXIP1', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'HNRNPC', 'ERLIN1', 'BIRC5', 'IGF1', 'GPR37', 'NEUROG3', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'ATP5MF', 'TFRC', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'CDH3', 'TEN1', 'PPARG', 'CAMK1', 'ZNF334', 'NDUFB4', 'CCNH', 'TRIM5']"
GO:0051252~regulation of RNA metabolic process,27,0.985552219,"22976, 8575, 6871, 28514, 3164, 8493, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 22827, 2660, 182, 57798, 23051, 3567, 1388, 5468, 8536, 55713, 902, 85363",181,0.728147211,"['PAXIP1', 'PRKRA', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'ERLIN1', 'BIRC5', 'IGF1', 'NEUROG3', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'TFRC', 'PUF60', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'PPARG', 'CAMK1', 'ZNF334', 'CCNH', 'TRIM5']"
"GO:0006355~regulation of transcription, DNA-templated",25,0.986267966,"22976, 6871, 28514, 3164, 8493, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 2660, 182, 57798, 23051, 3567, 1388, 5468, 8536, 55713, 902, 85363",181,0.716755879,"['PAXIP1', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'ERLIN1', 'BIRC5', 'IGF1', 'NEUROG3', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'TFRC', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'PPARG', 'CAMK1', 'ZNF334', 'CCNH', 'TRIM5']"
GO:1903506~regulation of nucleic acid-templated transcription,25,0.986444812,"22976, 6871, 28514, 3164, 8493, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 2660, 182, 57798, 23051, 3567, 1388, 5468, 8536, 55713, 902, 85363",181,0.716178936,"['PAXIP1', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'ERLIN1', 'BIRC5', 'IGF1', 'NEUROG3', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'TFRC', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'PPARG', 'CAMK1', 'ZNF334', 'CCNH', 'TRIM5']"
GO:2001141~regulation of RNA biosynthetic process,25,0.987298884,"22976, 6871, 28514, 3164, 8493, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 2660, 182, 57798, 23051, 3567, 1388, 5468, 8536, 55713, 902, 85363",181,0.713308096,"['PAXIP1', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'ERLIN1', 'BIRC5', 'IGF1', 'NEUROG3', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'TFRC', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'PPARG', 'CAMK1', 'ZNF334', 'CCNH', 'TRIM5']"
GO:0019219~regulation of nucleobase-containing compound metabolic process,30,0.987539258,"22976, 8575, 6871, 28514, 3164, 8493, 3183, 10613, 332, 3479, 84787, 50674, 4869, 5617, 7132, 9212, 7037, 22827, 2660, 182, 57798, 23051, 3567, 1388, 100134934, 5468, 8536, 55713, 902, 85363",181,0.734473441,"['PAXIP1', 'PRKRA', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'HNRNPC', 'ERLIN1', 'BIRC5', 'IGF1', 'KMT5C', 'NEUROG3', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'TFRC', 'PUF60', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'TEN1', 'PPARG', 'CAMK1', 'ZNF334', 'CCNH', 'TRIM5']"
GO:0018130~heterocycle biosynthetic process,30,0.990028584,"22976, 5360, 6871, 28514, 3164, 8493, 3183, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 9551, 7037, 2660, 182, 57798, 23051, 3567, 1388, 100134934, 5468, 8536, 55713, 4710, 902, 85363",181,0.725654435,"['PAXIP1', 'PLTP', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'HNRNPC', 'ERLIN1', 'BIRC5', 'IGF1', 'NEUROG3', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'ATP5MF', 'TFRC', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'TEN1', 'PPARG', 'CAMK1', 'ZNF334', 'NDUFB4', 'CCNH', 'TRIM5']"
"GO:0006351~transcription, DNA-templated",24,0.991352843,"22976, 7132, 9212, 7037, 6871, 28514, 2660, 182, 3164, 8493, 10613, 332, 23051, 3567, 3479, 1388, 50674, 5468, 55713, 8536, 902, 85363, 4869, 5617",181,0.691987831,"['PAXIP1', 'TNFRSF1A', 'AURKB', 'TFRC', 'TADA2A', 'DLL1', 'MSTN', 'JAG1', 'NR4A1', 'PPM1D', 'ERLIN1', 'BIRC5', 'ZHX3', 'IL5', 'IGF1', 'ATF6B', 'NEUROG3', 'PPARG', 'ZNF334', 'CAMK1', 'CCNH', 'TRIM5', 'NPM1', 'PRL']"
GO:0034654~nucleobase-containing compound biosynthetic process,29,0.991877366,"22976, 6871, 28514, 3164, 8493, 3183, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 9551, 7037, 2660, 182, 57798, 23051, 3567, 1388, 100134934, 5468, 8536, 55713, 4710, 902, 85363",181,0.713590855,"['PAXIP1', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'HNRNPC', 'ERLIN1', 'BIRC5', 'IGF1', 'NEUROG3', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'ATP5MF', 'TFRC', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'TEN1', 'PPARG', 'CAMK1', 'ZNF334', 'NDUFB4', 'CCNH', 'TRIM5']"
GO:0097659~nucleic acid-templated transcription,25,0.992675251,"22976, 6871, 28514, 3164, 8493, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 2660, 182, 57798, 23051, 3567, 1388, 5468, 8536, 55713, 902, 85363",181,0.690607735,"['PAXIP1', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'ERLIN1', 'BIRC5', 'IGF1', 'NEUROG3', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'TFRC', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'PPARG', 'CAMK1', 'ZNF334', 'CCNH', 'TRIM5']"
GO:0032774~RNA biosynthetic process,25,0.993534527,"22976, 6871, 28514, 3164, 8493, 10613, 332, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 2660, 182, 57798, 23051, 3567, 1388, 5468, 8536, 55713, 902, 85363",181,0.685816777,"['PAXIP1', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'ERLIN1', 'BIRC5', 'IGF1', 'NEUROG3', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'TFRC', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'PPARG', 'CAMK1', 'ZNF334', 'CCNH', 'TRIM5']"
GO:0010467~gene expression,49,0.995361664,"8575, 6871, 3164, 8493, 10613, 3958, 3479, 10418, 50674, 51605, 718, 5617, 7132, 9159, 2160, 57798, 23051, 3567, 1388, 3488, 966, 5468, 8536, 85363, 22976, 115939, 28514, 3183, 332, 1512, 2886, 735, 9879, 11326, 4869, 9212, 7037, 22827, 5972, 2660, 182, 26228, 1401, 28960, 1001, 55713, 902, 947, 5648",181,0.763853093,"['PRKRA', 'TADA2A', 'NR4A1', 'PPM1D', 'ERLIN1', 'LGALS3', 'IGF1', 'SPON1', 'NEUROG3', 'TRMT6', 'C3', 'PRL', 'TNFRSF1A', 'PCSK7', 'F11', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'IGFBP5', 'CD59', 'PPARG', 'CAMK1', 'TRIM5', 'PAXIP1', 'TSR3', 'DLL1', 'HNRNPC', 'BIRC5', 'CTSH', 'GRB7', 'C9', 'DDX46', 'VSIG4', 'NPM1', 'AURKB', 'TFRC', 'PUF60', 'REN', 'MSTN', 'JAG1', 'STAP1', 'CRP', 'DCPS', 'CDH3', 'ZNF334', 'CCNH', 'CD34', 'MASP1']"
GO:2000112~regulation of cellular macromolecule biosynthetic process,31,0.996903885,"22976, 8575, 6871, 28514, 3164, 8493, 3183, 10613, 332, 2886, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 92370, 2660, 182, 57798, 23051, 3567, 1388, 3488, 100134934, 5468, 8536, 55713, 902, 85363",181,0.689830477,"['PAXIP1', 'PRKRA', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'HNRNPC', 'ERLIN1', 'BIRC5', 'GRB7', 'IGF1', 'NEUROG3', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'TFRC', 'PXYLP1', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'IGFBP5', 'TEN1', 'PPARG', 'CAMK1', 'ZNF334', 'CCNH', 'TRIM5']"
GO:0010556~regulation of macromolecule biosynthetic process,31,0.997437946,"22976, 8575, 6871, 28514, 3164, 8493, 3183, 10613, 332, 2886, 3479, 50674, 4869, 5617, 7132, 9212, 7037, 92370, 2660, 182, 57798, 23051, 3567, 1388, 3488, 100134934, 5468, 8536, 55713, 902, 85363",181,0.684127042,"['PAXIP1', 'PRKRA', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'HNRNPC', 'ERLIN1', 'BIRC5', 'GRB7', 'IGF1', 'NEUROG3', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'TFRC', 'PXYLP1', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'IGFBP5', 'TEN1', 'PPARG', 'CAMK1', 'ZNF334', 'CCNH', 'TRIM5']"
GO:0016070~RNA metabolic process,34,0.999015002,"22976, 8575, 115939, 6871, 28514, 3164, 8493, 3183, 10613, 3958, 332, 3479, 50674, 9879, 51605, 4869, 5617, 7132, 9212, 7037, 22827, 2660, 182, 57798, 23051, 3567, 1388, 28960, 6039, 5468, 8536, 55713, 902, 85363",181,0.671745096,"['PAXIP1', 'PRKRA', 'TSR3', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'HNRNPC', 'ERLIN1', 'LGALS3', 'BIRC5', 'IGF1', 'NEUROG3', 'DDX46', 'TRMT6', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'TFRC', 'PUF60', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'DCPS', 'RNASE6', 'PPARG', 'CAMK1', 'ZNF334', 'CCNH', 'TRIM5']"
GO:0034645~cellular macromolecule biosynthetic process,34,0.999798711,"22976, 8575, 6871, 28514, 3164, 8493, 3183, 10613, 332, 2886, 3479, 51363, 50674, 4869, 5617, 7132, 9212, 7037, 2683, 92370, 2660, 182, 57798, 23051, 3567, 1388, 3488, 100134934, 5468, 10164, 8536, 55713, 902, 85363",181,0.63630333,"['PAXIP1', 'PRKRA', 'TADA2A', 'DLL1', 'NR4A1', 'PPM1D', 'HNRNPC', 'ERLIN1', 'BIRC5', 'GRB7', 'IGF1', 'CHST15', 'NEUROG3', 'NPM1', 'PRL', 'TNFRSF1A', 'AURKB', 'TFRC', 'B4GALT1', 'PXYLP1', 'MSTN', 'JAG1', 'GATAD1', 'ZHX3', 'IL5', 'ATF6B', 'IGFBP5', 'TEN1', 'PPARG', 'CHST4', 'CAMK1', 'ZNF334', 'CCNH', 'TRIM5']"
GO:2001022~positive regulation of response to DNA damage stimulus,3,0.484929592,"22976, 22925, 84787",181,1.819908338,"['PAXIP1', 'PLA2R1', 'KMT5C']"
GO:2001020~regulation of response to DNA damage stimulus,3,0.804626632,"22976, 22925, 84787",181,0.994732507,"['PAXIP1', 'PLA2R1', 'KMT5C']"
GO:0008154~actin polymerization or depolymerization,4,0.378068052,"51738, 90952, 79778, 85477",181,1.80962637,"['GHRL', 'ESAM', 'MICALL2', 'SCIN']"
GO:0007015~actin filament organization,5,0.663477483,"3936, 51738, 90952, 79778, 85477",181,1.10297475,"['LCP1', 'GHRL', 'ESAM', 'MICALL2', 'SCIN']"
GO:0097435~supramolecular fiber organization,8,0.71718312,"3936, 51738, 80781, 1674, 567, 90952, 79778, 85477",181,0.97061778,"['LCP1', 'GHRL', 'COL18A1', 'DES', 'B2M', 'ESAM', 'MICALL2', 'SCIN']"
GO:0030029~actin filament-based process,7,0.815491581,"3936, 51738, 90952, 79778, 85477, 26228, 1824",181,0.871067238,"['LCP1', 'GHRL', 'ESAM', 'MICALL2', 'SCIN', 'STAP1', 'DSC2']"
GO:0051258~protein polymerization,3,0.81549756,"90952, 79778, 85477",181,0.97061778,"['ESAM', 'MICALL2', 'SCIN']"
GO:0030036~actin cytoskeleton organization,6,0.823629805,"3936, 51738, 90952, 79778, 85477, 26228",181,0.865686128,"['LCP1', 'GHRL', 'ESAM', 'MICALL2', 'SCIN', 'STAP1']"
GO:0007010~cytoskeleton organization,11,0.923543982,"9212, 3936, 51738, 332, 1674, 90952, 79778, 85477, 79959, 26228, 4869",181,0.752368683,"['AURKB', 'LCP1', 'GHRL', 'BIRC5', 'DES', 'ESAM', 'MICALL2', 'SCIN', 'CEP76', 'STAP1', 'NPM1']"
GO:1902589~single-organism organelle organization,11,0.991879837,"9212, 3936, 51738, 332, 7037, 1674, 90952, 79778, 85477, 26228, 440574",181,0.588990729,"['AURKB', 'LCP1', 'GHRL', 'BIRC5', 'TFRC', 'DES', 'ESAM', 'MICALL2', 'SCIN', 'STAP1', 'MICOS10']"
GO:0043414~macromolecule methylation,4,0.620442264,"22976, 84787, 8493, 51605",181,1.248748021,"['PAXIP1', 'KMT5C', 'PPM1D', 'TRMT6']"
GO:0032259~methylation,4,0.726382448,"22976, 84787, 8493, 51605",181,1.062367719,"['PAXIP1', 'KMT5C', 'PPM1D', 'TRMT6']"
GO:0022618~ribonucleoprotein complex assembly,5,0.308441986,"8575, 2886, 22827, 9879, 4869",181,1.773554083,"['PRKRA', 'GRB7', 'PUF60', 'DDX46', 'NPM1']"
GO:0071826~ribonucleoprotein complex subunit organization,5,0.365243534,"8575, 2886, 22827, 9879, 4869",181,1.63253755,"['PRKRA', 'GRB7', 'PUF60', 'DDX46', 'NPM1']"
GO:0071407~cellular response to organic cyclic compound,7,0.476883443,"8575, 7035, 3488, 567, 2660, 5468, 4869",181,1.260330001,"['PRKRA', 'TFPI', 'IGFBP5', 'B2M', 'MSTN', 'PPARG', 'NPM1']"
GO:0022613~ribonucleoprotein complex biogenesis,6,0.60367163,"8575, 115939, 2886, 22827, 9879, 4869",181,1.139871414,"['PRKRA', 'TSR3', 'GRB7', 'PUF60', 'DDX46', 'NPM1']"
GO:0043603~cellular amide metabolic process,14,0.828434527,"8575, 8875, 9159, 5972, 2760, 1512, 2886, 3479, 10418, 3488, 5468, 10972, 4758, 4869",181,0.863518996,"['PRKRA', 'VNN2', 'PCSK7', 'REN', 'GM2A', 'CTSH', 'GRB7', 'IGF1', 'SPON1', 'IGFBP5', 'PPARG', 'TMED10', 'NEU1', 'NPM1']"
