GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:0006643~membrane lipid metabolic process,5,0.438702398,"80772, 1455, 151742, 9218, 8877",304,1.478350673
GO:0045446~endothelial cell differentiation,4,0.320909145,"2876, 4089, 23236, 2194",304,2.002175715
GO:0001885~endothelial cell development,3,0.323521048,"2876, 23236, 2194",304,2.577124822
GO:0003158~endothelium development,4,0.389291529,"2876, 4089, 23236, 2194",304,1.778156054
GO:0071826~ribonucleoprotein complex subunit organization,9,0.143514177,"7375, 8994, 192669, 55192, 3831, 26523, 8669, 10078, 51119",304,1.749607677
GO:0022618~ribonucleoprotein complex assembly,7,0.332356941,"7375, 8994, 192669, 26523, 8669, 10078, 51119",304,1.478350673
GO:0022613~ribonucleoprotein complex biogenesis,7,0.878029275,"7375, 8994, 192669, 26523, 8669, 10078, 51119",304,0.791785681
GO:0060326~cell chemotaxis,9,0.150185155,"83700, 4067, 9943, 7424, 5588, 51411, 51119, 7409, 2549",304,1.728464382
GO:0050900~leukocyte migration,10,0.187029004,"83700, 4067, 9943, 7424, 119, 207, 23236, 51119, 6714, 7409",304,1.565740861
GO:0006935~chemotaxis,13,0.317529312,"6275, 4067, 9943, 4089, 7424, 3265, 9241, 83700, 5588, 51411, 51119, 7409, 2549",304,1.277276702
GO:0002685~regulation of leukocyte migration,6,0.319780291,"83700, 4067, 9943, 7424, 207, 23236",304,1.602581822
GO:0042330~taxis,13,0.324852541,"6275, 4067, 9943, 4089, 7424, 3265, 9241, 83700, 5588, 51411, 51119, 7409, 2549",304,1.267481635
GO:0002688~regulation of leukocyte chemotaxis,4,0.338073492,"83700, 4067, 9943, 7424",304,1.941040579
GO:0030595~leukocyte chemotaxis,6,0.35167103,"83700, 4067, 9943, 7424, 51119, 7409",304,1.537961587
GO:0050920~regulation of chemotaxis,5,0.511762079,"83700, 51571, 4067, 9943, 7424",304,1.34680252
GO:0002687~positive regulation of leukocyte migration,3,0.711694399,"83700, 9943, 7424",304,1.207007828
GO:0097529~myeloid leukocyte migration,4,0.736850687,"83700, 7424, 23236, 7409",304,1.046404592
GO:1902532~negative regulation of intracellular signal transduction,12,0.366446927,"9146, 27330, 2932, 51571, 2876, 4067, 4089, 8994, 207, 59272, 6714, 11315",304,1.244419164
GO:0006869~lipid transport,11,0.147535723,"5948, 80772, 5781, 6198, 58488, 1950, 207, 9218, 114876, 3931, 27183",304,1.60749395
GO:0015918~sterol transport,5,0.18406749,"1950, 9218, 114876, 3931, 27183",304,2.23834785
GO:0010876~lipid localization,11,0.226308975,"5948, 80772, 5781, 6198, 58488, 1950, 207, 9218, 114876, 3931, 27183",304,1.450746615
GO:0015850~organic hydroxy compound transport,7,0.356697793,"5781, 1950, 9218, 114876, 3931, 27183, 11315",304,1.440076222
GO:0015914~phospholipid transport,3,0.363466588,"80772, 58488, 9218",304,2.354410331
GO:0015748~organophosphate ester transport,3,0.568260908,"80772, 58488, 9218",304,1.576092866
GO:0030301~cholesterol transport,3,0.581599077,"1950, 3931, 27183",304,1.537961587
GO:0015711~organic anion transport,8,0.700993792,"5948, 80772, 6198, 58488, 10550, 207, 9218, 59272",304,0.987480838
GO:0006820~anion transport,8,0.887523952,"5948, 80772, 6198, 58488, 10550, 207, 9218, 59272",304,0.782388664
GO:0060675~ureteric bud morphogenesis,3,0.288789736,"9653, 4089, 9241",304,2.804518189
GO:0072171~mesonephric tubule morphogenesis,3,0.29459902,"9653, 4089, 9241",304,2.763872998
GO:0072078~nephron tubule morphogenesis,3,0.340734486,"9653, 4089, 9241",304,2.476717362
GO:0072088~nephron epithelium morphogenesis,3,0.357809766,"9653, 4089, 9241",304,2.383840461
GO:0061333~renal tubule morphogenesis,3,0.363466588,"9653, 4089, 9241",304,2.354410331
GO:0072028~nephron morphogenesis,3,0.374722808,"9653, 4089, 9241",304,2.297677552
GO:0060993~kidney morphogenesis,3,0.466582279,"9653, 4089, 9241",304,1.907072368
GO:0072080~nephron tubule development,3,0.471740294,"9653, 4089, 9241",304,1.888190464
GO:0061326~renal tubule development,3,0.492069253,"9653, 4089, 9241",304,1.816259398
GO:0072009~nephron epithelium development,3,0.572740757,"9653, 4089, 9241",304,1.563174072
GO:0072006~nephron development,3,0.711694399,"9653, 4089, 9241",304,1.207007828
GO:0033238~regulation of cellular amine metabolic process,3,0.236425298,"5687, 3251, 11315",304,3.232326048
GO:0044106~cellular amine metabolic process,3,0.511899275,"5687, 3251, 11315",304,1.749607677
GO:0009308~amine metabolic process,3,0.550005013,"5687, 3251, 11315",304,1.629976383
GO:0008344~adult locomotory behavior,3,0.391452044,"26470, 1267, 11315",304,2.21752601
GO:0007626~locomotory behavior,5,0.415927928,"26470, 1267, 7337, 3251, 11315",304,1.520791362
GO:0030534~adult behavior,4,0.422917989,"26470, 1267, 3066, 11315",304,1.683949111
GO:0009991~response to extracellular stimulus,13,0.127360313,"4141, 26608, 6198, 4067, 55364, 2876, 2730, 867, 207, 5019, 6714, 2539, 2648",304,1.568117697
GO:0031667~response to nutrient levels,12,0.161030845,"55364, 2876, 4141, 26608, 6198, 2730, 867, 207, 5019, 6714, 2539, 2648",304,1.531785035
GO:0042594~response to starvation,5,0.460277054,"55364, 4141, 26608, 867, 5019",304,1.438214456
GO:0031668~cellular response to extracellular stimulus,5,0.617021393,"55364, 4141, 26608, 4067, 867",304,1.172861235
GO:0071496~cellular response to external stimulus,6,0.619167274,"572, 55364, 4141, 26608, 4067, 867",304,1.121807276
GO:0031669~cellular response to nutrient levels,4,0.734308198,"55364, 4141, 26608, 867",304,1.050728578
GO:0009267~cellular response to starvation,3,0.77913751,"55364, 4141, 26608",304,1.053631143
GO:0035196~production of miRNAs involved in gene silencing by miRNA,4,0.062695164,"4087, 6774, 192669, 26523",304,4.38407441
GO:0031050~dsRNA fragmentation,4,0.073485137,"4087, 6774, 192669, 26523",304,4.1012309
GO:0070918~production of small RNA involved in gene silencing by RNA,4,0.073485137,"4087, 6774, 192669, 26523",304,4.1012309
GO:0043331~response to dsRNA,5,0.120050735,"4087, 3445, 6774, 192669, 26523",304,2.648711623
GO:0071359~cellular response to dsRNA,4,0.152597563,"4087, 6774, 192669, 26523",304,2.956701346
"GO:0045974~regulation of translation, ncRNA-mediated",3,0.4403552,"6774, 192669, 26523",304,2.007444598
"GO:0040033~negative regulation of translation, ncRNA-mediated",3,0.4403552,"6774, 192669, 26523",304,2.007444598
GO:0035278~miRNA mediated inhibition of translation,3,0.4403552,"6774, 192669, 26523",304,2.007444598
GO:0034470~ncRNA processing,7,0.652006902,"4087, 3028, 6774, 112970, 192669, 26523, 51119",304,1.054463395
GO:0031047~gene silencing by RNA,6,0.985692388,"9125, 4087, 8994, 6774, 192669, 26523",304,0.548797804
GO:0016458~gene silencing,6,0.99115047,"9125, 4087, 8994, 6774, 192669, 26523",304,0.51682178
GO:0035195~gene silencing by miRNA,5,0.992429246,"4087, 8994, 6774, 192669, 26523",304,0.486746393
GO:0035194~posttranscriptional gene silencing by RNA,5,0.993373239,"4087, 8994, 6774, 192669, 26523",304,0.478682823
GO:0016441~posttranscriptional gene silencing,5,0.993532304,"4087, 8994, 6774, 192669, 26523",304,0.477245337
"GO:0040029~regulation of gene expression, epigenetic",6,0.996849393,"2876, 4087, 8994, 6774, 192669, 26523",304,0.461202507
GO:0051656~establishment of organelle localization,13,0.188758716,"137886, 4067, 8775, 1072, 163, 2932, 55288, 79643, 1487, 27243, 867, 5579, 27183",304,1.439717816
GO:0046928~regulation of neurotransmitter secretion,4,0.256920371,"2932, 8775, 5579, 815",304,2.270324248
GO:0051588~regulation of neurotransmitter transport,4,0.320909145,"2932, 8775, 5579, 815",304,2.002175715
GO:2000300~regulation of synaptic vesicle exocytosis,3,0.369104535,"2932, 8775, 5579",304,2.32569801
GO:0048489~synaptic vesicle transport,5,0.374563261,"2932, 1487, 8775, 5579, 163",304,1.6134284
GO:0097480~establishment of synaptic vesicle localization,5,0.374563261,"2932, 1487, 8775, 5579, 163",304,1.6134284
GO:0099003~vesicle-mediated transport in synapse,5,0.38960875,"2932, 1487, 8775, 5579, 163",304,1.573492053
GO:0097479~synaptic vesicle localization,5,0.399854935,"2932, 1487, 8775, 5579, 163",304,1.55806566
GO:0099643~signal release from synapse,4,0.418746384,"64130, 2932, 8775, 5579",304,1.695175439
GO:0007269~neurotransmitter secretion,4,0.418746384,"64130, 2932, 8775, 5579",304,1.695175439
GO:1903305~regulation of regulated secretory pathway,4,0.476087211,"2932, 4067, 8775, 5579",304,1.55046534
GO:1902803~regulation of synaptic vesicle transport,3,0.50204768,"2932, 8775, 5579",304,1.782310625
GO:0017158~regulation of calcium ion-dependent exocytosis,3,0.526435013,"2932, 8775, 5579",304,1.702743186
GO:0045055~regulated exocytosis,5,0.565895448,"2932, 4067, 8775, 867, 5579",304,1.251359822
GO:0017156~calcium ion regulated exocytosis,3,0.701731868,"2932, 8775, 5579",304,1.23036927
GO:0099504~synaptic vesicle cycle,3,0.760221861,"1487, 8775, 163",304,1.096018603
GO:0051650~establishment of vesicle localization,5,0.767342206,"2932, 1487, 8775, 5579, 163",304,0.957365647
GO:0051648~vesicle localization,5,0.790740302,"2932, 1487, 8775, 5579, 163",304,0.923969171
GO:0045933~positive regulation of muscle contraction,3,0.196087827,"8877, 59272, 1490",304,3.667446862
GO:0006936~muscle contraction,7,0.478942444,"6198, 6641, 1311, 8877, 5910, 59272, 1490",304,1.260576636
GO:0006937~regulation of muscle contraction,3,0.77913751,"8877, 59272, 1490",304,1.053631143
GO:0006941~striated muscle contraction,3,0.789351109,"6198, 59272, 1490",304,1.030849929
GO:0045833~negative regulation of lipid metabolic process,4,0.316618043,"8396, 37, 207, 8877",304,2.018065998
GO:0046890~regulation of lipid biosynthetic process,4,0.596031089,"3458, 37, 207, 8877",304,1.297328142
GO:2000179~positive regulation of neural precursor cell proliferation,3,0.265511201,"1950, 4067, 7424",304,2.979800576
GO:2000177~regulation of neural precursor cell proliferation,3,0.476868319,"1950, 4067, 7424",304,1.869678793
GO:0061351~neural precursor cell proliferation,3,0.711694399,"1950, 4067, 7424",304,1.207007828
GO:0050657~nucleic acid transport,5,0.364003753,"7884, 5813, 56648, 87178, 10204",304,1.638378323
GO:0050658~RNA transport,5,0.364003753,"7884, 5813, 56648, 87178, 10204",304,1.638378323
GO:0051236~establishment of RNA localization,5,0.374563261,"7884, 5813, 56648, 87178, 10204",304,1.6134284
GO:0006403~RNA localization,5,0.490656802,"7884, 5813, 56648, 87178, 10204",304,1.381936499
GO:0015931~nucleobase-containing compound transport,5,0.556969852,"7884, 5813, 56648, 87178, 10204",304,1.271381579
GO:0051028~mRNA transport,3,0.647592513,"7884, 56648, 10204",304,1.362194549
GO:0031346~positive regulation of cell projection organization,8,0.414164035,"2932, 5584, 6498, 4067, 1809, 3265, 6714, 2648",304,1.29074272
GO:0000045~autophagosome assembly,3,0.481966026,"9179, 8396, 137886",304,1.851526571
GO:1905037~autophagosome organization,3,0.516776943,"9179, 8396, 137886",304,1.733702153
GO:0061458~reproductive system development,11,0.201631517,"55585, 5781, 10935, 4089, 2057, 867, 7337, 207, 9241, 6714, 10049",304,1.494145018
GO:0048608~reproductive structure development,10,0.305726045,"5781, 10935, 4089, 2057, 867, 7337, 207, 9241, 6714, 10049",304,1.370023253
GO:0003006~developmental process involved in reproduction,15,0.354371567,"9125, 5781, 6198, 4089, 9241, 374, 83700, 10935, 2057, 867, 7337, 207, 6714, 9519, 10049",304,1.211608874
GO:0000003~reproduction,28,0.388729426,"9125, 5781, 6198, 6498, 6774, 3066, 9241, 374, 572, 55585, 1017, 10935, 7337, 5810, 3633, 9519, 4361, 4089, 23236, 59272, 83700, 2057, 207, 867, 56648, 6714, 11315, 10049",304,1.100082948
GO:0022414~reproductive process,28,0.390598385,"9125, 5781, 6198, 6498, 6774, 3066, 9241, 374, 572, 55585, 1017, 10935, 7337, 5810, 3633, 9519, 4361, 4089, 23236, 59272, 83700, 2057, 207, 867, 56648, 6714, 11315, 10049",304,1.102126446
GO:0048609~multicellular organismal reproductive process,17,0.394692164,"5781, 6198, 6498, 4089, 3066, 59272, 572, 55585, 83700, 10935, 2057, 7337, 207, 3633, 56648, 6714, 9519",304,1.15703891
GO:0032504~multicellular organism reproduction,17,0.436219145,"5781, 6198, 6498, 4089, 3066, 59272, 572, 55585, 83700, 10935, 2057, 7337, 207, 3633, 56648, 6714, 9519",304,1.126876269
GO:0044702~single organism reproductive process,25,0.444168491,"5781, 6198, 6498, 9241, 374, 572, 55585, 1017, 10935, 7337, 5810, 3633, 9519, 4361, 4089, 23236, 59272, 83700, 2057, 207, 867, 56648, 6714, 11315, 10049",304,1.08553755
GO:0044703~multi-organism reproductive process,19,0.495016698,"6198, 6498, 4089, 6774, 3066, 23236, 59272, 572, 55585, 83700, 10935, 2057, 7337, 207, 3633, 56648, 6714, 9519, 11315",304,1.075523152
GO:0019953~sexual reproduction,16,0.538272364,"6198, 6498, 4089, 6774, 3066, 23236, 572, 55585, 83700, 7337, 207, 3633, 56648, 6714, 9519, 11315",304,1.062805918
GO:0007283~spermatogenesis,8,0.862958141,"572, 83700, 6498, 4089, 3633, 56648, 6714, 9519",304,0.813684211
GO:0007276~gamete generation,10,0.866695446,"572, 83700, 6198, 6498, 4089, 207, 3633, 56648, 6714, 9519",304,0.814988192
GO:0048232~male gamete generation,8,0.867160197,"572, 83700, 6498, 4089, 3633, 56648, 6714, 9519",304,0.808509748
GO:0021537~telencephalon development,6,0.471117167,"572, 2932, 51377, 3251, 23236, 2648",304,1.328970292
GO:0021987~cerebral cortex development,3,0.635876235,"572, 2932, 23236",304,1.392023627
GO:0021543~pallium development,3,0.824037992,"572, 2932, 23236",304,0.953536184
GO:0021782~glial cell development,3,0.54067635,"3458, 4067, 207",304,1.658323799
GO:0001541~ovarian follicle development,3,0.236425298,"4089, 7337, 6714",304,3.232326048
GO:0022602~ovulation cycle process,3,0.41887438,"4089, 7337, 6714",304,2.095683921
GO:0008585~female gonad development,3,0.516776943,"4089, 7337, 6714",304,1.733702153
GO:0046545~development of primary female sexual characteristics,3,0.535962216,"4089, 7337, 6714",304,1.672870499
GO:0042698~ovulation cycle,3,0.535962216,"4089, 7337, 6714",304,1.672870499
GO:0046660~female sex differentiation,3,0.603152061,"4089, 7337, 6714",304,1.478350673
GO:0008654~phospholipid biosynthetic process,5,0.496365725,"8396, 9453, 9218, 3931, 3635",304,1.370023253
GO:0046474~glycerophospholipid biosynthetic process,3,0.789351109,"8396, 3931, 3635",304,1.030849929
GO:0045017~glycerolipid biosynthetic process,3,0.86567779,"8396, 3931, 3635",304,0.859041607
GO:0060047~heart contraction,4,0.707815572,"2876, 10539, 59272, 1490",304,1.096018603
GO:0008016~regulation of heart contraction,3,0.862301423,"10539, 59272, 1490",304,0.866851077
GO:1903522~regulation of blood circulation,3,0.928899838,"10539, 59272, 1490",304,0.701129547
GO:1904888~cranial skeletal system development,3,0.323521048,"4087, 4522, 9241",304,2.577124822
GO:0048704~embryonic skeletal system morphogenesis,3,0.450931871,"4087, 4522, 9241",304,1.966053988
GO:0048706~embryonic skeletal system development,3,0.611535945,"4087, 4522, 9241",304,1.455780434
GO:0048568~embryonic organ development,6,0.863341558,"4087, 4522, 207, 51645, 9241, 10049",304,0.811520157
GO:0048562~embryonic organ morphogenesis,3,0.955130901,"4087, 4522, 9241",304,0.621196211
GO:0043271~negative regulation of ion transport,4,0.521575287,"9943, 10550, 207, 10971",304,1.444751794
GO:0034766~negative regulation of ion transmembrane transport,3,0.545357323,"9943, 207, 10971",304,1.644027904
GO:0034763~negative regulation of transmembrane transport,3,0.623857914,"9943, 207, 10971",304,1.423188335
GO:0045333~cellular respiration,5,0.399854935,"3458, 9997, 3421, 4712, 11315",304,1.55806566
GO:0022904~respiratory electron transport chain,3,0.590321975,"9997, 4712, 11315",304,1.513549499
GO:0022900~electron transport chain,3,0.773870283,"9997, 4712, 11315",304,1.065403558
GO:1903510~mucopolysaccharide metabolic process,3,0.456177692,"9653, 2799, 1950",304,1.945992213
GO:0030203~glycosaminoglycan metabolic process,3,0.651431169,"9653, 2799, 1950",304,1.352533595
GO:0006022~aminoglycan metabolic process,3,0.691485837,"9653, 2799, 1950",304,1.254652874
GO:0035019~somatic stem cell population maintenance,3,0.25968802,"5894, 6774, 9241",304,3.027098997
GO:0010721~negative regulation of cell development,8,0.318358361,"2932, 4089, 1809, 6774, 7337, 3066, 9241, 2539",304,1.440659013
GO:0048638~regulation of developmental growth,7,0.468826785,"2932, 6198, 6774, 207, 23236, 9241, 2539",304,1.27868837
GO:0019827~stem cell population maintenance,4,0.506457956,"5894, 6774, 3066, 9241",304,1.486995999
GO:0050768~negative regulation of neurogenesis,6,0.517899631,"2932, 1809, 6774, 7337, 3066, 9241",304,1.262961833
GO:0098727~maintenance of cell number,4,0.522036982,"5894, 6774, 3066, 9241",304,1.453007519
GO:0051961~negative regulation of nervous system development,6,0.584673568,"2932, 1809, 6774, 7337, 3066, 9241",304,1.166405118
GO:0045665~negative regulation of neuron differentiation,4,0.699485103,"2932, 1809, 7337, 3066",304,1.110376925
GO:0030336~negative regulation of cell migration,6,0.709706725,"1809, 6774, 207, 3066, 23236, 9241",304,1.009032999
GO:0010977~negative regulation of neuron projection development,3,0.71495296,"1809, 7337, 3066",304,1.199416584
GO:2000146~negative regulation of cell motility,6,0.740998523,"1809, 6774, 207, 3066, 23236, 9241",304,0.970520289
GO:0051271~negative regulation of cellular component movement,6,0.805862543,"1809, 6774, 207, 3066, 23236, 9241",304,0.889078027
