Proteins,Target name,EntrezGeneID,Uniprot,EntrezGeneIDString
SPAT9_7809.22,SPAT9,83890,Q9BWV2,83890
C1QTNF5_7810.20,C1QTNF5,114902,Q9BXJ0,114902
calgranulin.B_7812.11,calgranulin B,6280,P06702,6280
Alkaline.phosphatase..placental_7813.6,"Alkaline phosphatase, placental",250,P05187,250
IBPL1_7815.49,IBPL1,347252,Q8WX77,347252
GBP6_7818.101,GBP6,163351,Q6ZN66,163351
C1D_7821.6,C1D,10438,Q13901,10438
HRSL2_7822.11,HRSL2,54979,Q9NWW9,54979
SIA7B_7823.22,SIA7B,10610,Q9UJ37,10610
MSRB3_7824.88,MSRB3,253827,Q8IXL7,253827
ABD12_7825.7,ABD12,26090,Q8N2K0,26090
DCLK3_7826.1,DCLK3,85443,Q9C098,85443
ADA32_7827.20,ADA32,203102,Q8TC27,203102
RBP_7831.39,RBP,5950,P02753,5950
Protein.disulfide.isomerase.A3_7832.181,Protein disulfide isomerase A3,2923,P30101,2923
BNI3L_7835.2,BNI3L,665,O60238,665
SMR3A_7838.27,SMR3A,26952,Q99954,26952
F19A3_7839.99,F19A3,284467,Q7Z5A8,284467
LGMN_7840.64,LGMN,5641,Q99538,5641
ESAM_7841.84,ESAM,90952,Q96AP7,90952
SERF1_7842.52,SERF1,728492,O75920,728492
PSG11_7846.44,PSG11,5680,Q9UQ72,5680
Glutaminyl.cyclase_7849.3,Glutaminyl cyclase,25797,Q16769,25797
COX42_7850.1,COX42,84701,Q96KJ9,84701
ANR46_7851.30,ANR46,157567,Q86W74,157567
IF3M_7852.9,IF3M,219402,Q9H2K0,219402
SCO1_7853.19,SCO1,6341,O75880,6341
NR3L1_7854.38,NR3L1,374383,Q68D85,374383
F151A_7856.51,F151A,338094,Q8WW52,338094
NEUT_7857.22,NEUT,4922,P30990,4922
PCDGK_7859.21,PCDGK,5098,Q9UN70,5098
HERC4_7860.9,HERC4,26091,Q5GLZ8,26091
ROR2_7861.9,ROR2,4920,Q01974,4920
PGRC1_7863.50,PGRC1,10857,O00264,10857
SIGL8_7864.3,SIGL8,27181,Q9NYZ4,27181
HRSL3_7865.126,HRSL3,11145,P53816,11145
DJC30_7866.11,DJC30,84277,Q96LL9,84277
SIA7A_7867.154,SIA7A,55808,Q9NSC7,55808
CNDP1_7870.8,CNDP1,84735,Q96KN2,84735
T132A_7871.16,T132A,54972,Q24JP5,54972
TSSK2_7873.32,TSSK2,23617,Q96PF2,23617
PLEK_7875.86,PLEK,5341,P08567,5341
SC61B_7878.2,SC61B,10952,P60468,10952
Cytochrome.P450.3A4_7879.12,Cytochrome P450 3A4,1576,P08684,1576
PSA1_7880.9,PSA1,5682,P25786,5682
PAR16_7881.244,PAR16,54956,Q8N5Y8,54956
SLAF7_7882.31,SLAF7,57823,Q9NQ25,57823
Discoidin.domain.receptor.2_7884.15,Discoidin domain receptor 2,4921,Q16832,4921
complement.factor.H.related.5_7885.17,complement factor H-related 5,81494,Q9BXR6,81494
SPTC1_7886.26,SPTC1,10558,O15269,10558
COX5B_7887.57,COX5B,1329,P10606,1329
CCD56_7888.58,CCD56,28958,Q9Y2R0,28958
DPP10_7890.68,DPP10,57628,Q8N608,57628
UGT.1A6_7891.45,UGT 1A6,54578,P19224,54578
K1467.N.term_7892.132,K1467:N-term,57613,A2RU67,57613
OLR1_7893.19,OLR1,4973,P78380,4973
FGF.3_7894.155,FGF-3,2248,P11487,2248
MRAP_7895.108,MRAP,56246,Q8TCY5,56246
DLG3_7897.75,DLG3,1741,Q92796,1741
MDM1_7898.29,MDM1,56890,Q8TC05,56890
VAMP3_7903.18,VAMP3,9341,Q15836,9341
HPT_7905.30,HPT,3240,P00738,3240
SHBG_7909.37,SHBG,6462,P04278,6462
LRFN1_7910.41,LRFN1,57622,Q9P244,57622
SCN4B_7911.29,SCN4B,6330,Q8IWT1,6330
APLP2_7915.31,APLP2,334,Q06481,334
S100A7_7916.10,S100A7,6278,P31151,6278
CBPD_7917.17,CBPD,1362,O75976,1362
Amylase..alpha.1A_7918.114,"Amylase, alpha 1A",276,P04745,276
FAM3D_7919.278,FAM3D,131177,Q96BQ1,131177
SIA8B_7920.30,SIA8B,8128,Q92186,8128
FJX1_7921.65,FJX1,24147,Q86VR8,24147
Adrenomedullin_7922.5,Adrenomedullin,133,P35318,133
SEM4C_7923.41,SEM4C,54910,Q9C0C4,54910
CD3G_7924.7,CD3G,917,P09693,917
CL070_7925.18,CL070,341346,A6NFE2,341346
SPIT3_7926.13,SPIT3,10816,P49223,10816
SIA7E_7927.16,SIA7E,81849,Q9BVH7,81849
TPST1_7928.183,TPST1,8460,O60507,8460
EXOS1_7930.3,EXOS1,51013,Q9Y3B2,51013
SYT8_7932.23,SYT8,90019,Q8NBV8,90019
ADA22_7933.75,ADA22,53616,Q9P0K1,53616
NDRG4_7934.11,NDRG4,65009,Q9ULP0,65009
LARGE_7935.26,LARGE,9215,O95461,9215
CC055_7939.1,CC055,152078,A1A4F0,152078
CUZD1_7943.16,CUZD1,50624,Q86UP6,50624
KI3L3.ECD_7944.1,KI3L3:ECD,115653,Q8N743,115653
Semaphorin.6A_7945.10,Semaphorin-6A,57556,Q9H2E6,57556
AP4AT_7947.19,AP4AT,146705,Q96N21,146705
GLTD2_7948.129,GLTD2,388323,A6NH11,388323
BTNL9_7950.142,BTNL9,153579,Q6UXG8,153579
FCRL2_7951.146,FCRL2,79368,Q96LA5,79368
VTI1A_7952.2,VTI1A,143187,Q96AJ9,143187
SLAF1_7953.20,SLAF1,6504,Q13291,6504
ITI.heavy.chain.H1_7955.195,ITI heavy chain H1,3697,P19827,3697
MOS1_7956.11,MOS1,440574,Q5TGZ0,440574
SCG3_7957.2,SCG3,29106,Q8WXD2,29106
KIRR2_7958.15,KIRR2,84063,Q6UWL6,84063
CADH7_7959.34,CADH7,1005,Q9ULB5,1005
POTEG_7960.53,POTEG,404785,Q6S5H5,404785
ISK8_7962.11,ISK8,646424,P0C7L1,646424
HBAT_7965.25,HBAT,3049,P09105,3049
POTEM_7967.38,POTEM,641455,A6NI47,641455
CRTAM_7968.15,CRTAM,56253,O95727,56253
WFD11_7969.163,WFD11,259239,Q8NEX6,259239
NAR3_7970.315,NAR3,419,Q13508,419
UNC5A_7975.97,UNC5A,90249,Q6ZN44,90249
FRS1L_7976.19,FRS1L,23732,Q9P0K9,23732
B3GN2_7980.72,B3GN2,10678,Q9NY97,10678
B3GT6_7981.230,B3GT6,126792,Q96L58,126792
RM32_7982.10,RM32,64983,Q9BYC8,64983
PCDGM_7983.1,PCDGM,56097,Q9Y5F6,56097
NALD2_7986.98,NALD2,10003,Q9Y3Q0,10003
CA226_7989.5,CA226,400793,A1L170,400793
IQCF1_7991.54,IQCF1,132141,Q8N6M8,132141
ASTL_7993.23,ASTL,431705,Q6HA08,431705
ERO1B_7994.41,ERO1B,56605,Q86YB8,56605
VWC2L_7995.16,VWC2L,402117,B2RUY7,402117
DOC2B_7997.118,DOC2B,8447,Q14184,8447
CD39_7999.23,CD39,953,P49961,953
KI2LA_8000.17,KI2LA,57292,Q8N109,57292
Spinesin_8002.27,Spinesin,80975,Q9H3S3,80975
LGI3_8003.57,LGI3,203190,Q8N145,203190
G3PT_8004.15,G3PT,26330,O14556,26330
MXRA7_8005.1,MXRA7,439921,P84157,439921
DJB12_8006.12,DJB12,54788,Q9NXW2,54788
Cathepsin.B_8007.19,Cathepsin B,1508,P07858,1508
HRK_8008.28,HRK,8739,O00198,8739
SURF1_8009.121,SURF1,6834,Q15526,6834
PAPL_8011.96,PAPL,390928,Q6ZNF0,390928
LMA2L_8013.9,LMA2L,81562,Q9H0V9,81562
MANEA_8014.359,MANEA,79694,Q5SRI9,79694
DNJC4.N.term_8016.19,DNJC4:N-term,3338,Q9NNZ3,3338
FXRD1_8017.23,FXRD1,55572,Q96CU9,55572
VSIG2_8018.43,VSIG2,23584,Q96IQ7,23584
STMN3_8019.73,STMN3,50861,Q9NZ72,50861
RM14_8021.59,RM14,64928,Q6P1L8,64928
TPST2_8024.64,TPST2,8459,O60704,8459
SPINK5_8028.22,SPINK5,11005,Q9NQ38,11005
MCCD1_8032.23,MCCD1,401250,P59942,401250
DJC18_8033.1,DJC18,202052,Q9H819,202052
DRGX_8034.6,DRGX,644168,A6NNA5,644168
CA198_8035.6,CA198,84886,Q9H425,84886
FSHB_8036.75,FSHB,2488,P01225,2488
DJB14.LD_8037.53,DJB14:LD,79982,Q8TBM8,79982
NSDHL_8038.41,NSDHL,50814,Q15738,50814
F177A_8039.41,F177A,283635,Q8N128,283635
LEMD1_8040.9,LEMD1,93273,Q68G75,93273
ISK9_8042.88,ISK9,643394,Q5DT21,643394
COMP_8043.153,COMP,1311,P49747,1311
XG_8044.90,XG,7499,P55808,7499
KI3L3.CD_8045.3,KI3L3:CD,115653,Q8N743,115653
Galectin.1_8046.9,Galectin-1,3956,P09382,3956
FTMT_8048.9,FTMT,94033,Q8N4E7,94033
AGGF1_8051.10,AGGF1,55109,Q8N302,55109
NLGN1_8052.115,NLGN1,22871,Q8N2Q7,22871
DJB14.CD_8053.16,DJB14:CD,79982,Q8TBM8,79982
IDD_8055.33,IDD,9993,P98153,9993
Tpo_8059.1,Tpo,7066,P40225,7066
NRG2_8060.7,NRG2,9542,O14511,9542
F171B.CD_8061.102,F171B:CD,165215,Q6P995,165215
F176B_8062.15,F176B,55194,Q9NVM1,55194
Poliovirus.receptor_8064.125,Poliovirus receptor,5817,P15151,5817
PATE4_8065.245,PATE4,399968,P0C8F1,399968
SYT9_8066.38,SYT9,143425,Q86SS6,143425
KCNE3_8067.21,KCNE3,10008,Q9Y6H6,10008
K1161.ECD_8068.43,K1161:ECD,57462,Q6NSJ0,57462
CD3E_8069.85,CD3E,916,P07766,916
DLG4_8070.88,DLG4,1742,P78352,1742
PCDB7_8071.114,PCDB7,56129,Q9Y5E2,56129
SLAF5_8073.3,SLAF5,8832,Q9UIB8,8832
TMM70_8074.32,TMM70,54968,Q9BUB7,54968
SACA3_8076.4,SACA3,124912,Q8IXA5,124912
EID3_8079.39,EID3,493861,Q8N140,493861
PSMP_8080.24,PSMP,692094,Q1L6U9,692094
PLD5_8081.55,PLD5,200150,Q8N7P1,200150
ITM2B_8086.49,ITM2B,9445,Q9Y287,9445
RNF13_8087.250,RNF13,11342,O43567,11342
CA210_8088.56,CA210,149466,Q8IVY1,149466
NR4A1_8089.173,NR4A1,3164,P22736,3164
MASP3.Heavy_8091.16,MASP3:Heavy,5648,P48740,5648
IL.6.sRa_8092.29,IL-6 sRa,3570,P08887,3570
K1161.CD_8093.13,K1161:CD,57462,Q6NSJ0,57462
CISD2_8094.20,CISD2,493856,Q8N5K1,493856
Cyclophilin.F_8095.213,Cyclophilin F,10105,P30405,10105
LIPN_8097.77,LIPN,643418,Q5VXI9,643418
THAS_8098.37,THAS,6916,P24557,6916
SPON2_8099.42,SPON2,10417,Q9BUD6,10417
ADM2_8100.15,ADM2,79924,Q7Z4H4,79924
CA186_8102.239,CA186,440712,Q6ZWK4,440712
IL.10.Ra.ECD_8104.21,IL-10 Ra:ECD,3587,Q13651,3587
SSRA_8106.15,SSRA,6745,P43307,6745
TM234_8107.12,TM234,56063,Q8WY98,56063
ZG16_8219.14,ZG16,653808,O60844,653808
CJ035_8220.15,CJ035,219738,Q96D05,219738
MIF_8221.19,MIF,4282,P14174,4282
CDHR3_8222.49,CDHR3,222256,Q6ZTQ4,222256
EPHB2_8225.86,EPHB2,2048,P29323,2048
GXLT1_8229.1,GXLT1,283464,Q4G148,283464
VEGF.sR1_8231.122,VEGF sR1,2321,P17948,2321
JAML1_8232.90,JAML1,120425,Q86YT9,120425
ITIH5_8233.2,ITIH5,80760,Q86UX2,80760
SCG1_8235.48,SCG1,1114,P05060,1114
CR032_8236.8,CR032,497661,Q8TCD1,497661
SOSD1_8237.56,SOSD1,25928,Q6X4U4,25928
Pseudocholinesterase_8239.223,Pseudocholinesterase,590,P06276,590
GPNMB.ECD_8240.207,GPNMB:ECD,10457,Q14956,10457
CLC2L_8242.9,CLC2L,154790,P0C7M8,154790
TATI_8243.55,TATI,6690,P00995,6690
FUT8_8244.16,FUT8,2530,Q9BYC5,2530
sICAM.5_8245.27,sICAM-5,7087,Q9UMF0,7087
PCSK9_8246.9,PCSK9,255738,Q8NBP7,255738
SIG14_8248.222,SIG14,100049587,Q08ET2,100049587
ALK_8249.124,ALK,238,Q9UM73,238
PTPRJ_8250.2,PTPRJ,5795,Q12913,5795
NOTUM_8252.2,NOTUM,147111,Q6P988,147111
PMGT1_8253.2,PMGT1,55624,Q8WZA1,55624
MRVI1_8255.34,MRVI1,10335,Q9Y6F6,10335
NEU1_8257.71,NEU1,5020,P01178,5020
UXS1_8258.22,UXS1,80146,Q8NBZ7,80146
STOM_8261.51,STOM,2040,P27105,2040
Apo.D_8262.20,Apo D,347,P05090,347
CR056_8263.64,CR056,494514,Q8TAI1,494514
DLL1_8264.43,DLL1,28514,O00548,28514
LAP2B_8265.225,LAP2B,7112,P42167,7112
HS3SA_8268.98,HS3SA,9955,Q9Y663,9955
ARSK_8269.327,ARSK,153642,Q6UWY0,153642
DHB7.CD_8272.22,DHB7:CD,51478,P56937,51478
IL31R_8273.84,IL31R,133396,Q8NI17,133396
Syntaxin.7_8274.64,Syntaxin-7,8417,O15400,8417
PEAR1.ECD_8275.31,PEAR1:ECD,375033,Q5VY43,375033
Vitronectin_8280.238,Vitronectin,7448,P04004,7448
PACA_8285.64,PACA,116,P18509,116
CLM2_8287.17,CLM2,342510,Q496F6,342510
b2.Glycoprotein.I_8288.27,b2-Glycoprotein I,350,P02749,350
GPNMB.ECD_8289.8,GPNMB:ECD,10457,Q14956,10457
NOE2_8295.16,NOE2,93145,O95897,93145
KDEL2_8296.117,KDEL2,143888,Q7Z4H8,143888
DJC10_8297.8,DJC10,54431,Q8IXB1,54431
CG045_8298.8,CG045,136263,Q8WWF3,136263
LIRA4_8299.66,LIRA4,23547,P59901,23547
PEX14.N.term_8300.82,PEX14:N-term,5195,O75381,5195
MYG1_8303.102,MYG1,60314,Q9HB07,60314
OPG_8304.50,OPG,4982,O00300,4982
SULF2_8305.18,SULF2,55959,Q8IWU5,55959
TMG1.CD_8306.54,TMG1:CD,5638,O14668,5638
CK068_8307.47,CK068,83638,Q9H3H3,83638
HYAL1_8309.12,HYAL1,3373,Q12794,3373
U773_8310.6,U773,124220,Q96DA0,124220
Cytidylate.kinase_8312.139,Cytidylate kinase,51727,P30085,51727
GNS_8314.71,GNS,2799,P15586,2799
DB119_8315.5,DB119,245932,Q8N690,245932
SPRE1_8318.13,SPRE1,161742,Q7Z699,161742
SLTM_8320.5,SLTM,79811,Q9NWH9,79811
ZN843_8321.27,ZN843,283933,Q8N446,283933
TFF3_8323.163,TFF3,7033,Q07654,7033
ADH4_8325.37,ADH4,127,P08319,127
SIGIRR_8326.63,SIGIRR,59307,Q6IA17,59307
DPEP2_8327.26,DPEP2,64174,Q9H4A9,64174
EKI1_8328.9,EKI1,55500,Q9HBU6,55500
Cadherin.12.CD_8329.166,Cadherin-12:CD,1010,P55289,1010
LRP11_8330.1,LRP11,84918,Q86VZ4,84918
TCP11_8334.65,TCP11,6954,Q8WWU5,6954
GRM1C_8336.267,GRM1C,54762,Q8IYS0,54762
PTPRU_8337.65,PTPRU,10076,Q92729,10076
DB110_8340.9,DB110,245913,Q30KQ9,245913
PAPOG_8343.224,PAPOG,64895,Q9BWT3,64895
GPX7_8345.27,GPX7,2882,Q96SL4,2882
DPP2_8346.9,DPP2,29952,Q9UHL4,29952
DB129_8347.222,DB129,140881,Q9H1M3,140881
EPHB2_8348.4,EPHB2,2048,P29323,2048
PRS57_8351.17,PRS57,400668,Q6UWY2,400668
SIG12.Ig.like.C2.type.2_8352.26,SIG12:Ig-like C2-type 2,89858,Q96PQ1,89858
SCN2B_8353.15,SCN2B,6327,O60939,6327
ISM1_8355.80,ISM1,140862,B1AKI9,140862
NEU1_8356.88,NEU1,5020,P01178,5020
ST4A1_8357.43,ST4A1,25830,Q9BR01,25830
Peroxiredoxin.3_8358.30,Peroxiredoxin-3,10935,P30048,10935
DRAK2_8359.149,DRAK2,9262,O94768,9262
NKp46_8360.169,NKp46,9437,O76036,9437
K132L_8363.18,K132L,222223,A8MWY0,222223
UST_8364.74,UST,10090,Q9Y2C2,10090
CA115_8366.19,CA115,79762,Q9H7X2,79762
VSIG1_8367.142,VSIG1,340547,Q86XK7,340547
TNF.sR.II_8368.102,TNF sR-II,7133,P20333,7133
DAG1_8369.102,DAG1,1605,Q14118,1605
CDHR1_8372.29,CDHR1,92211,Q96JP9,92211
NGF.R_8374.5,NGF R,4804,P08138,4804
LSHB_8376.25,LSHB,3972,P01229,3972
LDOC1_8378.3,LDOC1,23641,O95751,23641
DLK1.CD_8380.244,DLK1:CD,8788,P80370,8788
MAPK5_8382.47,MAPK5,8550,Q8IW41,8550
CK094_8383.20,CK094,143678,C9JXX5,143678
HGFA_8385.248,HGFA,3083,Q04756,3083
PATE_8386.11,PATE,160065,Q8WXA2,160065
Spastin.CD_8388.24,Spastin:CD,6683,Q9UBP0,6683
CN16B_8389.8,CN16B,145497,Q0VAA2,145497
CX7A1_8390.25,CX7A1,1346,P24310,1346
DB115_8391.12,DB115,245929,Q30KQ5,245929
CATF_8393.121,CATF,8722,Q9UBX1,8722
RNase.2_8394.56,RNase 2,6036,P10153,6036
FAAH2_8396.42,FAAH2,158584,Q6GMR7,158584
QSOX2_8397.147,QSOX2,169714,Q6ZRP7,169714
RAR.responsive.protein.TIG1_8398.277,RAR-responsive protein TIG1,5918,P49788,5918
DRAK2_8399.6,DRAK2,9262,O94768,9262
Gastrin.releasing.peptide_8400.74,Gastrin-releasing peptide,2922,P07492,2922
CYTL1_8402.22,CYTL1,54360,Q9NRR1,54360
Fatty.acid.synthase_8403.18,Fatty acid synthase,2194,P49327,2194
BolA.like.protein.2_8404.102,BolA-like protein 2,552900,Q9H3K6,552900
ADAM.10.ECD_8405.108,ADAM 10:ECD,102,O14672,102
IGF.I_8406.17,IGF-I,3479,P05019,3479
NOTC2_8407.84,NOTC2,4853,Q04721,4853
RSPO2_8409.3,RSPO2,340419,Q6UXX9,340419
b.Catenin_8418.30,b-Catenin,1499,P35222,1499
b.Catenin_8424.269,b-Catenin,1499,P35222,1499
RSPO3_8427.118,RSPO3,84870,Q9BXY4,84870
NTRI_8428.102,NTRI,50863,Q9P121,50863
AXIN2_8429.16,AXIN2,8313,Q9Y2T1,8313
PACAP.27_8446.4,PACAP-27,116,P18509,116
ghrelin_8447.11,ghrelin,51738,Q9UBU3,51738
PACAP.38_8450.36,PACAP-38,116,P18509,116
a.Synuclein_8458.111,a-Synuclein,6622,P37840,6622
a.Synuclein_8458.16,a-Synuclein,6622,P37840,6622
BMP.6_8459.10,BMP-6,654,P22004,654
HGH_8462.18,HGH,2688,P01241,2688
SOD3_8463.2,SOD3,6649,P08294,6649
RSPO4_8464.31,RSPO4,343637,Q2I0M5,343637
Cathepsin.H_8465.52,Cathepsin H,1512,P09668,1512
Activin.AB_8467.9,Activin AB,3624|3625,P08476|P09529,3624|3625
PSA_8468.19,PSA,354,P07288,354
IGFBP.2_8469.41,IGFBP-2,3485,P18065,3485
RNase.H1_8470.213,RNase H1,246243,O60930,246243
ROR1_8474.6,ROR1,4919,Q01973,4919
MMP.7_8475.15,MMP-7,4316,P09237,4316
CgA_8476.11,CgA,1113,P10645,1113
MMP.10_8479.4,MMP-10,4319,P09238,4319
FBLN3_8480.29,FBLN3,2202,Q12805,2202
Leptin_8484.24,Leptin,3952,P41159,3952
KEAP1_8485.7,KEAP1,9817,Q14145,9817
gpIIbIIIa_8488.33,gpIIbIIIa,3674|3690,P08514|P05106,3674|3690
ADA30_8520.8,ADA30,11085,Q9UKF2,11085
ISLR2_8528.74,ISLR2,57611,Q6UXK2,57611
TRAIL.R2.Death_8529.1,TRAIL R2:Death,8795,O14763,8795
Dermokine_8535.102,Dermokine,93099,Q6E0U4,93099
CQ078.C.term_8545.14,CQ078:C-term,284099,Q8N4C9,284099
F134B_8556.5,F134B,54463,Q9H6L5,54463
PLVAP_8565.160,PLVAP,83483,Q9BX97,83483
ARL8B_8569.147,ARL8B,55207,Q9NVJ2,55207
ISK52_8587.21,ISK52,408187,Q6IE38,408187
CDCP1_8589.13,CDCP1,64866,Q9H5V8,64866
TMEM9.CD_8597.1,TMEM9:CD,252839,Q9P0T7,252839
sLRP1.CD_8601.167,sLRP1:CD,4035,Q07954,4035
GPNMB.CD_8606.39,GPNMB:CD,10457,Q14956,10457
kallikrein.14_8620.56,kallikrein 14,43847,Q9P0G3,43847
UNC5H4_8624.16,UNC5H4,137970,Q6UXZ4,137970
ERMAP_8631.13,ERMAP,114625,Q96PL5,114625
RN128.region.2_8633.18,RN128:region 2,79589,Q8TEB7,79589
ZPBP1_8635.283,ZPBP1,11055,Q9BS86,11055
Cathepsin.H_8644.46,Cathepsin H,1512,P09668,1512
PEX14.C.term_8645.257,PEX14:C-term,5195,O75381,5195
LRRT4.CD_8646.61,LRRT4:CD,80059,Q86VH4,80059
DNJC4.C.term_8653.132,DNJC4:C-term,3338,Q9NNZ3,3338
ADAM.10.CD_8654.13,ADAM 10:CD,102,O14672,102
G6B.CD_8659.68,G6B:CD,80739,O95866,80739
OLFL3_8660.33,OLFL3,56944,Q9NRN5,56944
OLFL3_8660.5,OLFL3,56944,Q9NRN5,56944
PKDCC_8664.36,PKDCC,91461,Q504Y2,91461
TPPC5_8671.378,TPPC5,126003,Q8IUR0,126003
PGRC2.N.term_8681.93,PGRC2:N-term,10424,O15173,10424
HIKES_8686.342,HIKES,51501,Q53FT3,51501
T106B_8687.26,T106B,54664,Q9NUM4,54664
CAV3_8690.25,CAV3,859,P56539,859
G3ST1_8696.15,G3ST1,9514,Q99999,9514
Glypican.1_8697.38,Glypican 1,2817,P35052,2817
CRIM1.CD_8699.43,CRIM1:CD,51232,Q9NZV1,51232
GLT11_8700.325,GLT11,63917,Q8NCW6,63917
OSCAR_8702.42,OSCAR,126014,Q8IYS5,126014
HG2A_8748.45,HG2A,972,P04233,972
CD1D_8749.194,CD1D,912,P15813,912
Vinculin_8750.46,Vinculin,7414,P18206,7414
NMU_8754.5,NMU,10874,P48645,10874
KCE1L.N.term_8756.41,KCE1L:N-term,23630,Q9UJ90,23630
PCDA7_8758.2,PCDA7,56141,Q9UN72,56141
a1.4.Galactosyltransferase_8759.29,"a1,4-Galactosyltransferase",53947,Q9NPC4,53947
DCNL5_8760.10,DCNL5,84259,Q9BTE7,84259
CD70_8762.38,CD70,970,P32970,970
LIRA5_8766.29,LIRA5,353514,A6NI73,353514
Endothelin.converting.enzyme.1.CD_8767.44,Endothelin-converting enzyme 1:CD,1889,P42892,1889
Bcl.10_8768.4,Bcl-10,8915,O95999,8915
EFNB2.CD_8772.5,EFNB2:CD,1948,P52799,1948
EMIL3.region.1_8773.172,EMIL3:region 1,90187,Q9NT22,90187
FA24B_8775.61,FA24B,196792,Q8N5W8,196792
ERLN1_8776.10,ERLN1,10613,O75477,10613
Noggin_8778.3,Noggin,9241,Q13253,9241
PCD10.CD_8780.2,PCD10:CD,57575,Q9P2E7,57575
F175A_8784.7,F175A,84142,Q6UWZ7,84142
ARMC5.ARM.5_8785.1,ARMC5:ARM 5,79798,Q96C12,79798
F171B.ECD_8786.6,F171B:ECD,165215,Q6P995,165215
Arylsulfatase.A_8790.6,Arylsulfatase A,410,P15289,410
Carbonic.Anhydrase.VA_8791.151,Carbonic Anhydrase VA,763,P35218,763
DPEP1_8794.13,DPEP1,1800,P16444,1800
TR.ECD_8795.48,TR:ECD,7037,P02786,7037
TTC17.TPR3_8800.14,TTC17:TPR3,55761,Q96AE7,55761
nectin.1.gamma.CD_8803.61,nectin-1 gamma:CD,5818,Q15223,5818
COKA1_8804.39,COKA1,57642,Q9P218,57642
SNX1_8807.13,SNX1,6642,Q13596,6642
HEPACAM_8810.26,HEPACAM,220296,Q14CZ8,220296
BAMBI.ECD_8811.24,BAMBI:ECD,25805,Q13145,25805
Thioredoxin_8813.160,Thioredoxin,7295,P10599,7295
SAPL1_8814.33,SAPL1,768239,Q6NUJ1,768239
OLFL1_8815.1,OLFL1,283298,Q6UWY5,283298
CENPV_8817.29,CENPV,201161,Q7Z7K6,201161
INGR2.CD_8818.13,INGR2:CD,3460,P38484,3460
IGFBP.2_8819.3,IGFBP-2,3485,P18065,3485
PILRA_8825.4,PILRA,29992,Q9UKJ1,29992
ESRP1_8828.21,ESRP1,54845,Q6NXG1,54845
F175B_8830.29,F175B,23172,Q15018,23172
BST.2_8832.55,BST-2,684,Q10589,684
TRAIL_8833.20,TRAIL,8743,P50591,8743
Calnexin_8834.58,Calnexin,821,P27824,821
MFA3L_8837.8,MFA3L,9848,O75121,9848
CASC4_8838.10,CASC4,113201,Q6P4E1,113201
Metaxin.2_8839.4,Metaxin-2,10651,O75431,10651
C1s_8840.61,C1s,716,P09871,716
CILP2_8841.65,CILP2,148113,Q8IUL8,148113
GRM1C_8842.16,GRM1C,54762,Q8IYS0,54762
MRF_8843.34,MRF,745,Q9Y2G1,745
ATS3_8845.2,ATS3,9508,O15072,9508
PA2GC_8850.5,PA2GC,391013,Q5R387,391013
F171B.ECD_8851.42,F171B:ECD,165215,Q6P995,165215
SUN3_8852.10,SUN3,256979,Q8TAQ9,256979
CLC4A_8853.2,CLC4A,50856,Q9UMR7,50856
RIR2B_8854.59,RIR2B,50484,Q7LG56,50484
BATF3_8858.21,BATF3,55509,Q9NR55,55509
CAH11_8859.51,CAH11,770,O75493,770
P85A_8863.3,P85A,5295,P27986,5295
CENPW_8864.59,CENPW,387103,Q5EE01,387103
QPCTL_8866.53,QPCTL,54814,Q9NXS2,54814
Glycodelin_8867.18,Glycodelin,5047,P09466,5047
BT2A1_8869.5,BT2A1,11120,Q7KYR7,11120
NPM1_8870.38,NPM1,4869,P06748,4869
NUDC.N.term_8871.14,NUDC:N-term,10726,Q9Y266,10726
SC61G_8872.1,SC61G,23480,P60059,23480
CLN5.LD_8874.53,CLN5:LD,1203,O75503,1203
NRX2B_8876.51,NRX2B,9379,P58401,9379
F176C.ECD_8877.22,F176C:ECD,59271,P58658,59271
YTDC1_8878.48,YTDC1,91746,Q96MU7,91746
ADAM.17.CD_8882.1,ADAM 17:CD,6868,P78536,6868
CA2D3_8885.6,CA2D3,55799,Q8IZS8,55799
NUDC.CS_8887.21,NUDC:CS,10726,Q9Y266,10726
CX068_8888.33,CX068,100132963,A6NGZ8,100132963
CCPG1_8889.5,CCPG1,9236,Q9ULG6,9236
T132B_8890.9,T132B,114795,Q14DG7,114795
CPVL_8891.7,CPVL,54504,Q9H3G5,54504
PEAR1.CD_8892.14,PEAR1:CD,375033,Q5VY43,375033
PARP.region.1_8893.29,PARP:region 1,142,P09874,142
hnRNP.A.B_8894.80,hnRNP A/B,3182,Q99729,3182
L37A2_8897.3,L37A2,474170,A6NM11,474170
UD18_8899.75,UD18,54576,Q9HAW9,54576
NEO1_8900.28,NEO1,4756,Q92859,4756
X14.3.3.protein.gamma_8901.40,14-3-3 protein gamma,7532,P61981,7532
COX6C_8903.1,COX6C,1345,P09669,1345
KCMB3_8905.20,KCMB3,27094,Q9NPA1,27094
LRTM2_8906.60,LRTM2,654429,Q8N967,654429
UD2A1_8907.11,UD2A1,10941,Q9Y4X1,10941
KCE1L.CD_8908.14,KCE1L:CD,23630,Q9UJ90,23630
GNPI1_8909.77,GNPI1,10007,P46926,10007
SIG11.CD_8913.22,SIG11:CD,114132,Q96RL6,114132
STIM1.CD_8916.32,STIM1:CD,6786,Q13586,6786
FAK2.FAT_8918.64,FAK2:FAT,2185,Q14289,2185
