Protein,Nominal_pvalue,formula,Active_mean,Inactive_mean,fold_change,adjusted_pvalue,Target,Entrez
PRDX4_7789.182,0.137029438, ~ Study_group + (1|maskID),1138.889611,1025.857667,0.150797341,0.999937631,PRDX4,10549
LIF_7790.21,0.396801263, ~ Study_group + (1|maskID),593.5293704,581.5593704,0.029392941,0.999937631,LIF,3976
CC90B_7792.58,0.09608331, ~ Study_group + (1|maskID) + Smoking + Prednisone,439.3038889,408.3688889,0.10534631,0.999937631,CC90B,60492
NKG2E.CD_7795.14,0.150048117, ~ Study_group + (1|maskID),1688.490944,1591.894574,0.084989648,0.999937631,NKG2E:CD,3823
CD79A_7796.10,0.315995976, ~ Study_group + (1|maskID),2529.570148,2329.700204,0.118747933,0.999937631,CD79A,973
CC167_7797.11,0.943357223, ~ Study_group + (1|maskID),875.4314444,868.8849444,0.010829053,0.999937631,CC167,154467
KI2LA_7799.3,0.849438742, ~ Study_group + (1|maskID),747.3176667,733.4280741,0.027066138,0.999937631,KI2LA,57292
CHST1_7803.4,0.289942081, ~ Study_group + (1|maskID),1149.581389,1115.778407,0.043058073,0.999937631,CHST1,8534
GOS.28_7805.52,0.499586258, ~ Study_group + (1|maskID),1773.693056,1822.533556,-0.03918901,0.999937631,GOS-28,9527
B4GT7_7806.33,0.861331785, ~ Study_group + (1|maskID),3221.283593,3263.888611,-0.018956145,0.999937631,B4GT7,11285
GLCE_7808.5,0.504387772, ~ Study_group + (1|maskID),1538.07463,1569.73537,-0.02939586,0.999937631,GLCE,26035
SPAT9_7809.22,0.604549385, ~ Study_group + (1|maskID),4275.991037,3411.553222,0.325830106,0.999937631,SPAT9,83890
C1QTNF5_7810.20,0.118067705, ~ Study_group + (1|maskID) + Smoking,1845.5775,2017.558389,-0.128538105,0.999937631,C1QTNF5,114902
calgranulin.B_7812.11,0.213867183, ~ Study_group + (1|maskID),1413.060796,1279.7825,0.142924894,0.999937631,calgranulin B,6280
Alkaline.phosphatase..placental_7813.6,0.138127747, ~ Study_group + (1|maskID),180.8336481,168.4915,0.101987336,0.999937631,"Alkaline phosphatase, placental",250
IBPL1_7815.49,0.189862665, ~ Study_group + (1|maskID),781.0169074,737.7959074,0.082131994,0.999937631,IBPL1,347252
GBP6_7818.101,0.542042265, ~ Study_group + (1|maskID),5391.941667,5607.316463,-0.056505606,0.999937631,GBP6,163351
C1D_7821.6,0.435183941, ~ Study_group + (1|maskID),1131.480259,1049.89263,0.10796962,0.999937631,C1D,10438
HRSL2_7822.11,0.296687489, ~ Study_group + (1|maskID),456.739963,485.1506667,-0.08705983,0.999937631,HRSL2,54979
SIA7B_7823.22,0.891491158, ~ Study_group + (1|maskID),4552.435315,4597.465222,-0.014200143,0.999937631,SIA7B,10610
MSRB3_7824.88,0.794920953, ~ Study_group + (1|maskID) + Smoking,392.7895,395.8096111,-0.01105028,0.999937631,MSRB3,253827
ABD12_7825.7,0.8230471, ~ Study_group + (1|maskID),727.1407037,738.8187593,-0.022985942,0.999937631,ABD12,26090
DCLK3_7826.1,0.325773497, ~ Study_group + (1|maskID),842.7231111,514.3962037,0.712178695,0.999937631,DCLK3,85443
ADA32_7827.20,0.408646839, ~ Study_group + (1|maskID),73.23509259,71.52233333,0.034141317,0.999937631,ADA32,203102
RBP_7831.39,0.137665761, ~ Study_group + (1|maskID),36139.2393,33103.83181,0.126567918,0.999937631,RBP,5950
Protein.disulfide.isomerase.A3_7832.181,0.845992599, ~ Study_group + (1|maskID),7422.80563,7606.697185,-0.035305582,0.999937631,Protein disulfide isomerase A3,2923
BNI3L_7835.2,0.45338981, ~ Study_group + (1|maskID),455.1801111,468.1707222,-0.040597195,0.999937631,BNI3L,665
SMR3A_7838.27,0.25311201, ~ Study_group + (1|maskID),1041.063093,1014.981259,0.036604415,0.999937631,SMR3A,26952
F19A3_7839.99,0.318102661, ~ Study_group + (1|maskID),1083.349352,800.9686481,0.435680871,0.999937631,F19A3,284467
LGMN_7840.64,0.907528422, ~ Study_group + (1|maskID),2199.929481,2178.127148,0.014369105,0.999937631,LGMN,5641
ESAM_7841.84,0.510228853, ~ Study_group + (1|maskID),18969.8387,18445.66404,0.040425685,0.999937631,ESAM,90952
SERF1_7842.52,0.924153413, ~ Study_group + (1|maskID),1068.940074,1065.83713,0.004193979,0.999937631,SERF1,728492
PSG11_7846.44,0.149781148, ~ Study_group + (1|maskID),859.3844444,907.2668333,-0.078223256,0.999937631,PSG11,5680
Glutaminyl.cyclase_7849.3,0.302943749, ~ Study_group + (1|maskID),743.4655,792.031537,-0.09129208,0.999937631,Glutaminyl cyclase,25797
COX42_7850.1,0.957117934, ~ Study_group + (1|maskID),3483.594944,3500.234333,-0.006874627,0.999937631,COX42,84701
ANR46_7851.30,0.393219125, ~ Study_group + (1|maskID),1317.021148,1161.643926,0.181110599,0.999937631,ANR46,157567
IF3M_7852.9,0.453351282, ~ Study_group + (1|maskID),2804.66463,3192.829556,-0.187007269,0.999937631,IF3M,219402
SCO1_7853.19,0.151007922, ~ Study_group + (1|maskID),1722.428852,1424.735222,0.273750562,0.999937631,SCO1,6341
NR3L1_7854.38,0.354370377, ~ Study_group + (1|maskID),984.9215926,832.0502963,0.243338139,0.999937631,NR3L1,374383
F151A_7856.51,0.698367374, ~ Study_group + (1|maskID),1771.905944,1896.479296,-0.098021597,0.999937631,F151A,338094
NEUT_7857.22,0.83693765, ~ Study_group + (1|maskID),3992.454407,4172.537833,-0.063649198,0.999937631,NEUT,4922
PCDGK_7859.21,0.922208048, ~ Study_group + (1|maskID),3860.150704,3931.534759,-0.026435437,0.999937631,PCDGK,5098
HERC4_7860.9,0.460046485, ~ Study_group + (1|maskID),2797.894926,2856.87237,-0.030094802,0.999937631,HERC4,26091
ROR2_7861.9,0.559365959, ~ Study_group + (1|maskID) + Age,3121.375796,3328.730648,-0.092790076,0.999937631,ROR2,4920
PGRC1_7863.50,0.479862784, ~ Study_group + (1|maskID),14476.12933,14919.42348,-0.043515886,0.999937631,PGRC1,10857
SIGL8_7864.3,0.752631577, ~ Study_group + (1|maskID),1032.215093,1043.568944,-0.015782286,0.999937631,SIGL8,27181
HRSL3_7865.126,0.963302456, ~ Study_group + (1|maskID),724.1811111,725.1616296,-0.001952043,0.999937631,HRSL3,11145
DJC30_7866.11,0.844106489, ~ Study_group + (1|maskID),2325.941056,2289.160148,0.02299614,0.999937631,DJC30,84277
SIA7A_7867.154,0.834789073, ~ Study_group + (1|maskID),662.0428333,657.4731111,0.009992667,0.999937631,SIA7A,55808
CNDP1_7870.8,0.264591916, ~ Study_group + (1|maskID),6542.091167,5742.848852,0.187985273,0.999937631,CNDP1,84735
T132A_7871.16,0.184774535, ~ Study_group + (1|maskID) + Smoking,1751.970852,1605.601259,0.125865119,0.999937631,T132A,54972
TSSK2_7873.32,0.20704042, ~ Study_group + (1|maskID),537.8047963,622.8567778,-0.211817841,0.999937631,TSSK2,23617
PLEK_7875.86,0.676176743, ~ Study_group + (1|maskID),85901.66204,82366.51844,0.060628036,0.999937631,PLEK,5341
SC61B_7878.2,0.134635239, ~ Study_group + (1|maskID),753.3934444,730.6979259,0.044128368,0.999937631,SC61B,10952
Cytochrome.P450.3A4_7879.12,0.506330474, ~ Study_group + (1|maskID),980.8517222,876.6126481,0.162095562,0.999937631,Cytochrome P450 3A4,1576
PSA1_7880.9,0.325608135, ~ Study_group + (1|maskID),3490.35487,2923.745241,0.255556117,0.999937631,PSA1,5682
PAR16_7881.244,0.093459087, ~ Study_group + (1|maskID),569.5798889,622.4850926,-0.12814108,0.999937631,PAR16,54956
SLAF7_7882.31,0.792872129, ~ Study_group + (1|maskID),6569.583704,6466.766481,0.022757439,0.999937631,SLAF7,57823
Discoidin.domain.receptor.2_7884.15,0.631634399, ~ Study_group + (1|maskID),1235.667796,1325.876352,-0.101655306,0.999937631,Discoidin domain receptor 2,4921
complement.factor.H.related.5_7885.17,0.237158064, ~ Study_group + (1|maskID) + Smoking,15969.91319,18389.71307,-0.2035425,0.999937631,complement factor H-related 5,81494
SPTC1_7886.26,0.32245423, ~ Study_group + (1|maskID),2597.696704,2895.981056,-0.156819167,0.999937631,SPTC1,10558
COX5B_7887.57,0.766284468, ~ Study_group + (1|maskID),300.1865741,302.7722778,-0.012373663,0.999937631,COX5B,1329
CCD56_7888.58,0.392396942, ~ Study_group + (1|maskID),3044.847519,2888.295963,0.076151399,0.999937631,CCD56,28958
DPP10_7890.68,0.698906403, ~ Study_group + (1|maskID),593.964,588.8975556,0.012358807,0.999937631,DPP10,57628
UGT.1A6_7891.45,0.435788199, ~ Study_group + (1|maskID) + Methotrexate,762.2663704,1953.627296,-1.357788129,0.999937631,UGT 1A6,54578
K1467.N.term_7892.132,0.134207801, ~ Study_group + (1|maskID),896.1193519,847.8590926,0.079866374,0.999937631,K1467:N-term,57613
OLR1_7893.19,0.313652334, ~ Study_group + (1|maskID) + Prednisone,2434.164148,2104.900296,0.209674561,0.999937631,OLR1,4973
FGF.3_7894.155,0.644081869, ~ Study_group + (1|maskID),458.4262037,466.184537,-0.024211641,0.999937631,FGF-3,2248
MRAP_7895.108,0.367662062, ~ Study_group + (1|maskID) + Age,1014.174796,990.1617593,0.034570189,0.999937631,MRAP,56246
DLG3_7897.75,0.605679657, ~ Study_group + (1|maskID),452.6123333,445.6084444,0.022499325,0.999937631,DLG3,1741
MDM1_7898.29,0.249539179, ~ Study_group + (1|maskID),1533.39913,1120.140333,0.453053779,0.999937631,MDM1,56890
VAMP3_7903.18,0.701578593, ~ Study_group + (1|maskID),527.2272963,494.1508148,0.093473646,0.999937631,VAMP3,9341
HPT_7905.30,0.167239499, ~ Study_group + (1|maskID),92478.42907,97880.42993,-0.081903547,0.999937631,HPT,3240
SHBG_7909.37,0.996246154, ~ Study_group + (1|maskID) + Age,48098.48519,48382.91504,-0.008506235,0.999937631,SHBG,6462
LRFN1_7910.41,0.289171282, ~ Study_group + (1|maskID),2305.157537,2185.644352,0.076806685,0.999937631,LRFN1,57622
SCN4B_7911.29,0.25718, ~ Study_group + (1|maskID),853.1711667,887.6574259,-0.057167794,0.999937631,SCN4B,6330
APLP2_7915.31,0.768190122, ~ Study_group + (1|maskID) + Age,2031.752519,2016.631019,0.010777543,0.999937631,APLP2,334
S100A7_7916.10,0.369044622, ~ Study_group + (1|maskID),192.9082222,228.2581296,-0.242751608,0.999937631,S100A7,6278
CBPD_7917.17,0.248921149, ~ Study_group + (1|maskID),2217.304093,1863.696148,0.250639976,0.999937631,CBPD,1362
Amylase..alpha.1A_7918.114,0.362532214, ~ Study_group + (1|maskID),1995.031185,1801.618056,0.147118107,0.999937631,"Amylase, alpha 1A",276
FAM3D_7919.278,0.364853255, ~ Study_group + (1|maskID),444.9102037,347.8447778,0.355070525,0.999937631,FAM3D,131177
SIA8B_7920.30,0.585222986, ~ Study_group + (1|maskID),309.9412778,307.2268333,0.012690678,0.999937631,SIA8B,8128
FJX1_7921.65,0.707460256, ~ Study_group + (1|maskID),1790.793778,1737.685352,0.043432338,0.999937631,FJX1,24147
Adrenomedullin_7922.5,0.855997931, ~ Study_group + (1|maskID),566.3184815,563.3005926,0.007708623,0.999937631,Adrenomedullin,133
SEM4C_7923.41,0.712426611, ~ Study_group + (1|maskID),800.5542778,785.406,0.027560602,0.999937631,SEM4C,54910
CD3G_7924.7,0.543271065, ~ Study_group + (1|maskID) + Methotrexate,976.0552963,1065.430574,-0.126401799,0.999937631,CD3G,917
CL070_7925.18,0.405157485, ~ Study_group + (1|maskID),839.2754444,872.9320556,-0.056724995,0.999937631,CL070,341346
SPIT3_7926.13,0.399681898, ~ Study_group + (1|maskID) + Sex,515.5193889,543.7352778,-0.076877745,0.999937631,SPIT3,10816
SIA7E_7927.16,0.109550507, ~ Study_group + (1|maskID),426.4284444,360.1343519,0.243768455,0.999937631,SIA7E,81849
TPST1_7928.183,0.488443514, ~ Study_group + (1|maskID),5284.1395,4892.090185,0.111217554,0.999937631,TPST1,8460
EXOS1_7930.3,0.740791158, ~ Study_group + (1|maskID),695.422537,691.1448148,0.008901794,0.999937631,EXOS1,51013
SYT8_7932.23,0.136075395, ~ Study_group + (1|maskID),206.5987778,215.5977963,-0.061510712,0.999937631,SYT8,90019
ADA22_7933.75,0.70055209, ~ Study_group + (1|maskID) + Methotrexate,3823.3305,4018.895759,-0.071969241,0.999937631,ADA22,53616
NDRG4_7934.11,0.9108863, ~ Study_group + (1|maskID),1818.908963,1826.159407,-0.005739368,0.999937631,NDRG4,65009
LARGE_7935.26,0.874731161, ~ Study_group + (1|maskID),1033.969,1041.88513,-0.011003294,0.999937631,LARGE,9215
CC055_7939.1,0.214464512, ~ Study_group + (1|maskID) + Methotrexate,732.3379815,701.9120741,0.0612193,0.999937631,CC055,152078
CUZD1_7943.16,0.905721875, ~ Study_group + (1|maskID),309.950537,305.6836481,0.019998623,0.999937631,CUZD1,50624
KI3L3.ECD_7944.1,0.280674222, ~ Study_group + (1|maskID),353.1938704,327.8528704,0.10741178,0.999937631,KI3L3:ECD,115653
Semaphorin.6A_7945.10,0.823666868, ~ Study_group + (1|maskID) + Smoking,11261.75109,11079.48793,0.023539966,0.999937631,Semaphorin-6A,57556
AP4AT_7947.19,0.323490163, ~ Study_group + (1|maskID),1933.969204,1550.467907,0.318861157,0.999937631,AP4AT,146705
GLTD2_7948.129,0.725296203, ~ Study_group + (1|maskID),1131.187648,1152.807204,-0.027312984,0.999937631,GLTD2,388323
BTNL9_7950.142,0.316682207, ~ Study_group + (1|maskID),471.992537,441.9753704,0.094798073,0.999937631,BTNL9,153579
FCRL2_7951.146,0.202367837, ~ Study_group + (1|maskID),430.2218148,413.3683333,0.057652807,0.999937631,FCRL2,79368
VTI1A_7952.2,0.209879864, ~ Study_group + (1|maskID),455.4627037,402.5497222,0.178165928,0.999937631,VTI1A,143187
SLAF1_7953.20,0.258980489, ~ Study_group + (1|maskID),1262.352296,1390.411611,-0.139397442,0.999937631,SLAF1,6504
ITI.heavy.chain.H1_7955.195,0.583798865, ~ Study_group + (1|maskID),50107.76559,49134.25622,0.028304989,0.999937631,ITI heavy chain H1,3697
MOS1_7956.11,0.669229592, ~ Study_group + (1|maskID),4152.857722,4000.529167,0.053913602,0.999937631,MOS1,440574
SCG3_7957.2,0.273829406, ~ Study_group + (1|maskID),5424.995963,4985.686148,0.121829997,0.999937631,SCG3,29106
KIRR2_7958.15,0.967813971, ~ Study_group + (1|maskID),532.5673148,531.9253889,0.00173999,0.999937631,KIRR2,84063
CADH7_7959.34,0.092902338, ~ Study_group + (1|maskID),10555.87635,9340.517926,0.176471903,0.999937631,CADH7,1005
POTEG_7960.53,0.201894621, ~ Study_group + (1|maskID),150.7190185,141.7317037,0.088698967,0.999937631,POTEG,404785
ISK8_7962.11,0.579231107, ~ Study_group + (1|maskID),590.2602407,614.2107593,-0.057382618,0.999937631,ISK8,646424
HBAT_7965.25,0.222663206, ~ Study_group + (1|maskID),5399.582111,4761.59013,0.181404316,0.999937631,HBAT,3049
POTEM_7967.38,0.142022701, ~ Study_group + (1|maskID),83.34196296,74.15907407,0.168419849,0.999937631,POTEM,641455
CRTAM_7968.15,0.591812464, ~ Study_group + (1|maskID),571.6718704,587.0995185,-0.038417771,0.999937631,CRTAM,56253
WFD11_7969.163,0.180547604, ~ Study_group + (1|maskID) + Methotrexate,572.941537,606.7032593,-0.082603128,0.999937631,WFD11,259239
NAR3_7970.315,0.516247484, ~ Study_group + (1|maskID),7662.197148,7288.338926,0.072168097,0.999937631,NAR3,419
UNC5A_7975.97,0.779431306, ~ Study_group + (1|maskID),228.8383333,227.2978148,0.009744928,0.999937631,UNC5A,90249
FRS1L_7976.19,0.135894404, ~ Study_group + (1|maskID),133.4144444,127.9791667,0.060005894,0.999937631,FRS1L,23732
B3GN2_7980.72,0.905819022, ~ Study_group + (1|maskID),2045.702111,2057.763704,-0.008481245,0.999937631,B3GN2,10678
B3GT6_7981.230,0.400779569, ~ Study_group + (1|maskID) + Methotrexate,495.9771667,540.5765185,-0.124225141,0.999937631,B3GT6,126792
RM32_7982.10,0.13846921, ~ Study_group + (1|maskID) + Age,440.2429815,425.4167222,0.049423261,0.999937631,RM32,64983
PCDGM_7983.1,0.199997962, ~ Study_group + (1|maskID),387.9304444,379.3516111,0.032262337,0.999937631,PCDGM,56097
NALD2_7986.98,0.12564493, ~ Study_group + (1|maskID) + Smoking + Methotrexate,1768.321593,1614.493056,0.131299436,0.999937631,NALD2,10003
CA226_7989.5,0.564954677, ~ Study_group + (1|maskID) + Age,5868.373852,6271.736907,-0.095904259,0.999937631,CA226,400793
IQCF1_7991.54,0.923568119, ~ Study_group + (1|maskID),899.7757222,905.2308889,-0.008720373,0.999937631,IQCF1,132141
ASTL_7993.23,0.288751721, ~ Study_group + (1|maskID),430.5156852,408.2933889,0.076459593,0.999937631,ASTL,431705
ERO1B_7994.41,0.057113952, ~ Study_group + (1|maskID) + Age + Smoking,404.2326667,449.0641111,-0.151735515,0.999937631,ERO1B,56605
VWC2L_7995.16,0.887047265, ~ Study_group + (1|maskID) + Age + Methotrexate,486.6535,486.8601111,-0.000612373,0.999937631,VWC2L,402117
DOC2B_7997.118,0.03593464, ~ Study_group + (1|maskID) + Methotrexate,179.1963889,175.5705185,0.029490954,0.999937631,DOC2B,8447
CD39_7999.23,0.1750226, ~ Study_group + (1|maskID) + Smoking,1476.899759,1601.663093,-0.116998801,0.999937631,CD39,953
KI2LA_8000.17,0.560123015, ~ Study_group + (1|maskID),912.6456481,796.7851111,0.195864126,0.999937631,KI2LA,57292
Spinesin_8002.27,0.353818343, ~ Study_group + (1|maskID),620.4188333,546.7074815,0.182473363,0.999937631,Spinesin,80975
LGI3_8003.57,0.3463721, ~ Study_group + (1|maskID),433.1861667,522.9643704,-0.271725486,0.999937631,LGI3,203190
G3PT_8004.15,0.600450416, ~ Study_group + (1|maskID),281.2666852,285.2102593,-0.020087196,0.999937631,G3PT,26330
MXRA7_8005.1,0.320272427, ~ Study_group + (1|maskID),1323.125389,1053.001722,0.329441992,0.999937631,MXRA7,439921
DJB12_8006.12,0.911451016, ~ Study_group + (1|maskID) + Age,1172.747667,1181.433037,-0.01064523,0.999937631,DJB12,54788
Cathepsin.B_8007.19,0.134681582, ~ Study_group + (1|maskID) + Age,2249.407222,2072.380704,0.118255808,0.999937631,Cathepsin B,1508
HRK_8008.28,0.288340365, ~ Study_group + (1|maskID),1354.684037,1143.981796,0.243892305,0.999937631,HRK,8739
SURF1_8009.121,0.260252996, ~ Study_group + (1|maskID),6553.228444,5932.893519,0.143469935,0.999937631,SURF1,6834
PAPL_8011.96,0.428691769, ~ Study_group + (1|maskID),275.740537,507.1062593,-0.878976706,0.999937631,PAPL,390928
LMA2L_8013.9,0.563094929, ~ Study_group + (1|maskID),2861.27913,3029.693685,-0.082511693,0.999937631,LMA2L,81562
MANEA_8014.359,0.348345496, ~ Study_group + (1|maskID),5866.561648,5445.287556,0.10750696,0.999937631,MANEA,79694
DNJC4.N.term_8016.19,0.198278096, ~ Study_group + (1|maskID),526.9096667,547.0952222,-0.054236309,0.999937631,DNJC4:N-term,3338
FXRD1_8017.23,0.178815051, ~ Study_group + (1|maskID),821.9982037,911.2207222,-0.148665315,0.999937631,FXRD1,55572
VSIG2_8018.43,0.440982222, ~ Study_group + (1|maskID),3041.619593,3226.509704,-0.085134634,0.999937631,VSIG2,23584
STMN3_8019.73,0.569217171, ~ Study_group + (1|maskID),558.9473519,533.7881667,0.066445076,0.999937631,STMN3,50861
RM14_8021.59,0.092205312, ~ Study_group + (1|maskID),6576.321241,4926.252074,0.416790322,0.999937631,RM14,64928
TPST2_8024.64,0.464383826, ~ Study_group + (1|maskID) + Methotrexate,1087.443926,1064.849648,0.030291267,0.999937631,TPST2,8459
SPINK5_8028.22,0.299482943, ~ Study_group + (1|maskID),1350.666889,1269.400741,0.089524321,0.999937631,SPINK5,11005
MCCD1_8032.23,0.220743279, ~ Study_group + (1|maskID),148.821963,172.7278519,-0.214913279,0.999937631,MCCD1,401250
DJC18_8033.1,0.055888386, ~ Study_group + (1|maskID),292.3822222,319.7273519,-0.128986575,0.999937631,DJC18,202052
DRGX_8034.6,0.388460053, ~ Study_group + (1|maskID),383.3074815,375.4146481,0.030017214,0.999937631,DRGX,644168
CA198_8035.6,0.357035375, ~ Study_group + (1|maskID),801.2746667,839.5294259,-0.067284028,0.999937631,CA198,84886
FSHB_8036.75,0.266982172, ~ Study_group + (1|maskID),149.5633333,136.3056481,0.133911185,0.999937631,FSHB,2488
DJB14.LD_8037.53,0.188038862, ~ Study_group + (1|maskID),1609.902148,1713.627704,-0.090080707,0.999937631,DJB14:LD,79982
NSDHL_8038.41,0.342485237, ~ Study_group + (1|maskID),2507.721722,2870.235759,-0.19479198,0.999937631,NSDHL,50814
F177A_8039.41,0.015049, ~ Study_group + (1|maskID),3537.715519,2922.838944,0.275447705,0.999937631,F177A,283635
LEMD1_8040.9,0.161202358, ~ Study_group + (1|maskID),1658.50287,1768.08613,-0.092307046,0.999937631,LEMD1,93273
ISK9_8042.88,0.307408779, ~ Study_group + (1|maskID),653.153,549.4774815,0.249360622,0.999937631,ISK9,643394
COMP_8043.153,0.109434306, ~ Study_group + (1|maskID),822.2727222,912.7939444,-0.15067225,0.999937631,COMP,1311
XG_8044.90,0.553820394, ~ Study_group + (1|maskID),578.0533148,600.209963,-0.054264706,0.999937631,XG,7499
KI3L3.CD_8045.3,0.368754017, ~ Study_group + (1|maskID),265.6634815,273.8728519,-0.043906337,0.999937631,KI3L3:CD,115653
Galectin.1_8046.9,0.288469425, ~ Study_group + (1|maskID),1495.325056,3092.102907,-1.048129201,0.999937631,Galectin-1,3956
FTMT_8048.9,0.562017812, ~ Study_group + (1|maskID),11072.34019,10291.27796,0.105538028,0.999937631,FTMT,94033
AGGF1_8051.10,0.428738007, ~ Study_group + (1|maskID),319.6291296,357.8537222,-0.162971091,0.999937631,AGGF1,55109
NLGN1_8052.115,0.105612907, ~ Study_group + (1|maskID) + Smoking,690.0832037,627.0706111,0.138142412,0.999937631,NLGN1,22871
DJB14.CD_8053.16,0.927482373, ~ Study_group + (1|maskID) + Smoking,398.4533704,397.5728333,0.003191721,0.999937631,DJB14:CD,79982
IDD_8055.33,0.328309754, ~ Study_group + (1|maskID),796.0218333,433.3323333,0.877334114,0.999937631,IDD,9993
Tpo_8059.1,0.213395305, ~ Study_group + (1|maskID),920.9669444,824.1582778,0.160227945,0.999937631,Tpo,7066
NRG2_8060.7,0.336569975, ~ Study_group + (1|maskID),227.2209444,194.3134444,0.2257101,0.999937631,NRG2,9542
